ids,names,mean,description
29975,Gunslinger Stratos,6.03,Animated movie of the popular online multi-player double gun action game Gunslinger Stratos 2 which was streamed on the official YouTube channel of Square Enix.
29976,Dance with Devils,6.32,"Ritsuka Tachibana has always been a good student, so she is completely shocked when she is suddenly summoned by the student council. Even more, they seem to think of Ritsuka as a troublemaker. Led by the handsome Rem Kaginuki, the student council—also consisting of Urie Sogami, Shiki Natsumizaka and Mage Nanashiro—tries to question her, but it soon becomes clear that they have ulterior motives. 

However, this is only the beginning. When her mother gets kidnapped, her life is turned upside down, and Ritsuka gets drawn into a world of vampires and devils. Both groups are searching for the ""Grimoire,"" a forbidden item allowing its owner to rule the world. The return of her brother Lindo from overseas gives her hope, but even he appears to be hiding something. In a world filled with secrets, Ritsuka questions whom she can trust in this dark musical tale, while the handsome and dangerous members of the student council compete for her attention. 

[Written by MAL Rewrite]"
29978,001,3.3,Short animation by Masaki Okuda.
29979,Petting a Dog,3.88,Short animation by Masaki Okuda.
29980,Adventures in Beauty Wonderland,4.04,One of Keiichi Tanaami's most recent short movies.
29984,Crayon Angel,3.73,"In Crayon Angel, Tanaami recalls his childhood memories of wartime Japan during the Second World War. The animation mixes wartime footage, family photographs and pop imagery, much of which is seen through fusuma-like grids that cut apart the image and distance it from the viewer. The soundtrack includes a haunting heartbeat, sounds of sirens and Robert Plant’s moans. The title refers to a campaign ran during the war by a confectionary company that asked children to submit crayon drawings of their brand icon, an angel, which had a profound emotional impact on Tanaami as a child.

(Source: Collaborative Cataloging Japan)"
29985,Kamen no Marionette-tachi,,"Screened at the 1st Sogetsu Animation Festival in 1965, the film was made in 35mm using the animation equipment owned by animator Yoji Kuri.

(Source: Collaborative Cataloging Japan)"
29986,Women,,"Co-directed with the painter Shigetaka Sawada, the film was made in 35mm and screened at the 2nd Sogetsu Animation Festival in 1966.

(Source: Collaborative Cataloging Japan)"
29987,Flicker Love No.1,,"After seeing Velvet Underground perform in Andy Warhol’s Exploding Plastic Inevitables in New York, Tanaami became interested stroboscopic effects. This flicker film was conceived as the first of many but this was the only one that was realized.

(Source: Collaborative Cataloging Japan)"
29988,Commercial War,4.8,"In a mixture of cut-out and hand-drawn animation techniques, Tanaami jumbles together symbols of American consumer culture –such as Coca Cola, Superman, Space Age astronauts and hamburgers– with occasional Japanese iconography, such as the squat toilet. The frenetic pace of the animation, the catchphrases and songs on the soundtrack as well as the hand-drawn CRT television monitor that occasionally frames the images makes reference to television commercials.

(Source: Collaborative Cataloging Japan)"
29989,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,4.64,Short animation by Keiichi Tanaami.
29992,Silent Chaser Kagami,4.92,Based on the adult PC game by Bunny Pro.
29994,Misato-chan no Yume Nikki,5.24,"Based on an ero-game for PC released by the Japanese company Active.

(Source: AniDB)"
29995,The Embryo Develops into a Fetus,3.86,Short animation by Mirai Mizue.
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,6.25,Short special bundled with Asobi ni Iku yo! Asobi ni Oide OVA.
29999,Aoki Uru: Overture,,A short special created by a newly launched Uru in Blue LLP (Limited Liability Partnership) in Singapore that was pre-streamed in 2015. Aoki Uru: Overture is a lead up/preview to the full film.
30010,Frame Arms: A Violent Struggle,4.9,"Bundled with Kotobukiya's pack of Frame Arms model kits.

(Source: AniDB)"
30012,Tekusuke Monogatari,5.41,A wandering swordsman arrives in a village and saves the citizens from bandits' attack.
30013,Super Short Comics,5.73,A series of absurdist gag stories with limited continuity. Each episode consists of a varying amount of stories and a total of 26 stories were made.
30014,Momokuri,7.09,"After taking one hundred secret photos and observing him from afar for months, second-year high schooler Yuki Kurihara has finally mustered up the courage to ask out her first-year crush Shinya ""Momo"" Momotsuki. Although taken by surprise, the bashful Momo accepts; however, he does not know the profoundly abnormal truth. As her strait-laced friend, Norika Mizuyama, has observed, Yuki has developed some unnerving—but nonetheless sincere—habits: taking pictures of Momo in secret, doing extensive research into his personal life, collecting his used straws, and even going ""Momo watching.""

Though Momo remains blissfully unaware of his new girlfriend's peculiar habits, he does notice some oddities in their daily conversations. Still unsure and nervous about his first relationship, Momo finds himself regularly getting into awkward interactions due to his inexperience, but nevertheless resolves to make his new girlfriend happy.

Momokuri follows Yuki and Momo as they shyly explore their newfound love, and also deal with the problems that arise from it.

[Written by MAL Rewrite]"
30015,ReLIFE,8.02,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when he meets Ryou Yoake, a member of the ReLife Research Institute, who offers Arata the opportunity to change his life for the better with the help of a mysterious pill. Taking it without a second thought, Arata awakens the next day to find that his appearance has reverted to that of a 17-year-old.

Arata soon learns that he is now the subject of a unique experiment and must attend high school as a transfer student for one year. Though he initially believes it will be a cinch due to his superior life experience, Arata is proven horribly wrong on his first day: he flunks all his tests, is completely out of shape, and can't keep up with the new school policies that have cropped up in the last 10 years. Furthermore, Ryou has been assigned to observe him, bringing Arata endless annoyance. ReLIFE follows Arata's struggle to adjust to his hectic new lifestyle and avoid repeating his past mistakes, all while slowly discovering more about his fellow classmates.

[Written by MAL Rewrite]"
30016,Nanbaka,7.34,"Nanba is the world's most formidable prison, built to incarcerate criminals who are too slippery to stay in ordinary confinement. The four inmates who occupy Cell 13 are particularly cunning on that behalf, having escaped every other prison with a perfect success rate. There is Juugo, a specialist in locks who has spent the majority of his life in prison; Uno, a gambler with great intuition; Nico, an otaku whose body reacts strangely to drugs; and Rock, a bruiser with a love for food. The daily shenanigans of the four prisoners always cause trouble for the building supervisor, Hajime Sugoroku, who desperately tries to prevent them from breaking out of Nanba.

Nanbaka follows the comedic, sparkle-filled exploits of these prisoners and their guards. From three square meals a day to sports festivals, prison life in Nanba isn't actually that bad—and it is the closest these four have to a home.

[Written by MAL Rewrite]
"
30018,Norakuro Nitouhei,5.6,
30019,Norakuro Ittouhei,5.3,
30024,SOS Kochira Chikyuu,,Based on the children's book Doubutsu Kaigi (Animal Conference). The film focuses on a human war (and possible nuclear war) is affecting the animals and how the animals have a conference to figure out how to save the world and get the humans to comply. The film is done entirely in puppet animation. 
30025,Otenki Boys,,"An anime made for toddlers following weather themed characters, originally aired as a part of the early morning children's program Hirake! Ponkikki before the anime was combined and released on VHS."
30026,Ekubo Ouji,,A fusion of animation and claymation to teach kids discipline and morality originally aired as a part of the early morning children's program Hirake! Ponkikki before the anime was combined and released on VHS. Based on the children's book series Ekubo-chan to Buba-chan.
30027,Meisaku World,,"Classic fairy tales and literary works, both western and eastern, originally aired as a part of the early morning children's program Hirake! Ponkikki before the anime was combined and released on VHS. "
30028,Sekai Meisaku Douwa Series,,Toei's month long run of fairy tale stories.
30029,Video Ehonkan Sekai Meisaku Douwa,,Classic children's literary works told in a chibi art style. 
30030,Jewelpet Magical Change,6.37,"The story follows the adventures of rabbit-shaped Jewelpet Ruby, her long-best human friend Airi Kirara and the other Jewelpets on their mission to restore the Jewel Castle, which had fallen from the skies into the middle of the town because of humanity's lack of faith in magic. To restore people's belief in magic, Jewelpets transform into humans to study more about them.

(Source: ANN, edited)"
30034,Dolittle-sensei Monogatari,,An anime adaptation of the children's book series Doctor Dolittle. 
30036,Tokai no Butchy,,Anime made by Tezuka Productions.
30039,Future Card Buddyfight Hundred,6.64,"While Tasuku is off training and getting rest in the world of the monsters, the Buddy Police sees the need to deputize some of the champions to help protect the Earth. Gao, Tetsuya, and Zanya Kisaragi are among those deputized, and it's just in time. A new enemy arrives, Ikazuchi, with the deadly 100 demons, all rogue monsters. Now the new trainees and the Great 8 monsters must fight to protect Earth from being consumed by these new rogues.

(Source: ANN)"
30042,Geori-eui Mubeopja,5.45,"In the year 2010, after World War III, the world is devastated and most of the world's population does not survive. Soryong and Saeng spend their days playing Street Fighter II and fighting each other at the arcades, until one day Chun Li appears before them in real life and reveals that the two friends are the only ones that can stop Bison from taking over the world.

(Source: Wikipedia)"
30045,Shin Saru Kani Gassen,5.28,Crabs ban together to get right of an ape in their peach tree after it keeps stealing their food and hitting them with the fruits to the point where one gets severely injured.
30046,Hadashi Neko,5.66,A cat find himself troubled trying to steal a fish from a kitchen.
30048,Kkurukkuru-wa Chingu-deul,,"The story is set in a village called Green Forest Village, where is inhabited by friendly animals. The story were focused on 5 special animal friends whose friendship binds them together, Koori: A brown Raccoon boy and an aspiring inventor, Pinpin: A blue and white Giant Panda boy and a warm hearted artist, Lalla: a pink Tabby cat girl and an aspiring musician who wishes to be a princess, Toto: a purple Bat boy who wants to be a pilot and fly and lastly; Curucuru, a Brown bear boy who likes to cook. All of them venture through several adventures in the forest and town, making exciting and marvelous stories and also getting in and out of trouble as they learn valuable lessons in life and things around them.

(Source: Wikipedia)"
30049,Uli Chingu Kkachi,,A korean movie from 1996.
30050,Cooking Papa Christmas Special,,"Special of Cooking Papa.
"
30051,McDull: Xiang Dang Dang Ban Wo Xin,,"Hong-Kong made fourth sequel of ""My Life as McDull"".

Springfield Kindergarten is desperately in need of money - The principal is behind on the rent, and the electricity is getting cut off. After a fundraising dinner ends in spectacular failure, the music-loving principal decides to form a student choir as last resort. With the help of a shady talent manager named Big M, the Springfield Kindergarten Choir becomes a huge success, and little McDull discovers that a little thickness really can make a great voice. 

(Source: AniDB)"
30052,McDull: Wo He Wo Mama,,"Hong-Kong made fifth animated work of the McDull franchise (6th film overall). 

A look back at this swine’s origins is in order. He is older and perhaps a bit wiser. He’s now a respected detective and is recognized by the name of Bobby Mak instead of his baby name McDull. When he is called in to solve a death, his quick powers of observation save the day. If his deduction is true, no homicide took place. Everyone at the mansion is required to wait, and when the kids arrive, somebody has to entertain them. Mak recounts his life to them and he particularly emphasizes the closeness he had with his mother. From his days as a kid to his formative young adult years, she’s protected, given her sage advice and raised him like any mother would. She even tried to be a superhero, but an astronaut she is not. The metaphors are obvious, because the hospital she goes for that “space training” means she is ill. To a very young mind, to process certain situations can be tough.

The universal messages are understood. The Mak family was never rich. To see the two struggle through young McDull’s eyes is enduring and Chinese youths born outside of this country can get an understanding where their parents came from. 

(Source: Ed Sum from The Vintage Tempest)"
30053,Bab Mook Ja,5.72,Short Korean movie by Korea National University of Arts & Animation.
30054,Uli Sai Jjang-Iya,,Korean movie from 2004.
30055,Mabeob Chunjamun: Daemawang-ui Buhwal-eul Mag-ala,,
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,6.63,Mini-theater specials bundled with Blu-ray/DVD volumes of Amagi Brilliant Park.
30057,Mabeobsa-ui Adeul Cory,,Korean TV series from 1993.
30058,Hong Ling Jin Xia,5.92,Short Chinese animation.
30059,Saru Kani Gassen,5.17,A monkey tricks a crab and steals his food.
30060,Chi Jian Chuanqi,,A Chinese CGI series.
30061,Genki Bakuhatsu Ganbaruger: Hyakka,,A recap of the first 14 episodes of Genki Bakuhatsu Ganbaruger narrated by the three protagonists.
30064,Hello Kitty to Miyou: Aesop Monogatari,,Hello Kitty themed Aesop's Fables.
30065,Osamishi Tani no Wakare Uta,5.34,Short movie by Tadanari Okamoto.
30066,L/R: Licensed by Royal Special,6.18,"Chronologically episode 4, this special never aired on TV."
30070,Shiroi Zou (1981),,A Tadanari Okamoto film about the White Elephant story which originated in Southeast Asia.
30071,Frypan Jiisan,,An old frying pan accidentally gets tossed out and ends up encountering many animals in his journey. 
30072,Hito no Kita Tooku Nagai Michi,,"The evolution of man. In 1989, Tadanari Okamoto made a slightly re-edited version."
30073,Onaka no Ookina Ouji-sama,5.43,"A fat little king wants to ride a flying carpet. 

This is music video for the song by Kouichi Kawatsu that was featured on NHK's Minna no Uta program. On February 4, 1983 NHK rebroadcasted the song but with a new singer Shiro Kishibe; the animated footage though was identical to the original 1975 release.
"
30074,Symphonic Variations,5.21,"A music video for the song by The King Tones that was featured on NHK's Minna no Uta program.

Animals made out of string use their bodies to make instruments and perform a symphony."
30075,Yuki no Hi no Tayori,5.23,"A music video for the song by Youko Yoda that was featured on NHK's Minna no Uta program.

A little girl reminisces in winter of what spring will bring."
30076,Roba Chotto Suneta,5.21,"A music video for the song by Agnes Chan that was featured on NHK's Minna no Uta program.

A boy needs to deliver good and uses his donkey. But it gets sulky easily so he ends up bending over backwards to its whims. "
30077,Koro wa Yane no Ue,5.23,"A music video for the song by Taeko Oonuki that was featured on NHK's Minna no Uta program.

A child dreams about what the neighborhood dog does."
30078,Beautiful Name,5.08,"A special performance for Laforet, the large department store/museum in Harajuku."
30079,Kirin no Otenki Mama-san,5.1,Kirin brand stop-motion commercials made by Tadanari Okamoto that aired at the start and end of Otenki Mama-san's show on TBS.
30080,Inishie no Megami to Houseki no Ite,5.72,Commercials for the iOS game Inishie no Megami to Houseki no Ite.
30081,Shiawase no Uta,5.14,"A music video for the song ""Shiawase no Uta"" by Ikue Sakakibara that was featured on NHK's Minna no Uta program."
30082,Sonna Boku ga Suki,,A music video for the song by Tama that was featured on NHK's Minna no Uta program.
30083,Warenai Tamago,,A music video for the song by Fusako Fujimoto that was featured on NHK's Minna no Uta program.
30085,Watashi no Kamifuusen (1983),,A music video for the song by Paper Balloon that was featured on NHK's Minna no Uta program.
30086,Hanasaka Jiisan,4.94,"A short movie produced by Yasuji Murata. Based on the Japanese fairy tale Hanasaka Jiijii, also called Hanasaka Jiisan.

A kind old man and his wife dig up the ground where their dog is barking, and find koban (oval gold coins formerly used in Japan) there.


(Source: animation.filmarchives.jp)"
30088,Ryoutei no Aji,6.69,"Short stories capturing the bittersweet and tender moments of everyday family life, made for Marukome Co., Ltd. a miso soup paste manufacturer."
30089,Zombie Clay Animation: Life of the Dead,,Clay animation about a guy stuck in a room during zombie apocalypse.
30090,Zombie Ehon,,Picture drama featuring zombies from Zombie Clay Animation: Life of the Dead.
30091,Chaos Dragon: Sekiryuu Seneki,5.65,"In 3015, the year of Huanli, two countries, Donatia and Kouran, are embroiled in a war of supremacy that is tearing the world around them apart. The small island Nil Kamui has suffered exceptionally from the war, with lands conquered in the name of each kingdom and stolen away from the people. To make matters worse, their deity, the Red Dragon, has gone mad, rampaging about Nil Kamui burning villages and killing people indiscriminately.

Ibuki, a descendant of Nil Kamui's royal family, resides at an orphanage and refuses to take on the role of king. Abhorring conflict, Ibuki desires a peaceful resolution, however the chaotic world will not allow for such pacifism when it is being torn asunder by war. Despite his reluctance, Ibuki is drawn deep into this conflict. Can he rise to the occasion and save his country?"
30092,Wakie Wakie,4.55,Music video by Studio Binzo.
30093,Ball yo Doko e Yuku,4.95,Collaboration between Studio Binzo and J-toys Channel. Features zombies from Zombie Clay Anime.
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,5.06,Stop-motion animation about pudding.
30095,Qi Cai Lao Fu Zi,5.9,Adaptation of popular chinese manhua.
30096,Lao Fu Zi Shui Hu Chuan,,Old Master Q and gang travels to the past.
30097,Shan T Lao Fu Zi,,"Third animated movie of Old Master Q. Old Man Q, Big Potato and Mr. Chin work at a lunapark and encounter a series of unlucky events. To acquire the land of the lunapark, the director of the Landlord Company threatens to demolish the lunapark with a bomb. By a chance, Old Man Q meets an alien called Shan T and they become friends. Shan T then helps Old Man Q to fight against Landlord Company henchmen. 

(Source: BakaBt, translated and edited from movie.mtime.com)"
30098,Lao Fu Zi Fan Dou Zhen Tan,,Fourth Old Master Q animated movie.
30099,Lao Fu Zi Zhi Xiao Shui Hu Chuan Qi,,Fifth Old Master Q animated movie.
30100,Black Bullet: Tenchuu＊Girls,6.09,"Short special featuring 'Tenchu Girls', a group of characters from the TV series.
Included in the 4th volume of the Blu-ray/DVD releases."
30103,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,6.46,"A dance video clip from the Precure All Stars: Haru no Carnival film. The clip shows the forty Precure warriors from the past anime series, as well as the upcoming series Go! Princess Precure. The song featured in the video is ""Ima Koko Kara.""

(Source: ANN)"
30104,Seichou Rap,5.1,"A rap video about intestines, bacteria, and pooping commissioned by the National Museum of Emerging Science and Innovation (shortened to Miraikan) to promote their exhibit ""Toilet!? Human Waste & Earth's Future"" which ran from July 2 to October 5th in 2014."
30105,Fukashigi no Kazoekata,5.26,"An anime commissioned by The National Museum of Emerging Science and Innovation (Miraikan for short) for its ""The Art of 10^64 -Understanding Vastness-"" exhibition which ran from August 1, 2012 to April 15, 2013.

This is an example about combinatorial explosion.
""I want to demonstrate how amazing combinatorial explosion is! Please don't stop me!""
Teacher and children tell you how difficult it is.

(Source: Official YouTube Page)"
30106,Graphillion: Kazoeage Oneesan wo Sukue,,"A direct sequel to Fukashigi no Kazoekata commissioned by Graphillion. Graphillion is a Python software package on search, optimization, and enumeration for a very large set of graphs. This video is a quick tutorial to learn what Graphillion is.

(Source: Official YouTube Page)"
30107,Manga Hajimete Monogatari OVA,,OVA of Manga Hajimete Monogatari.
30116,Yancharu Moncha,,An NHK toddler's anime following a green tea monkey and his mischief.
30117,Monpy,,An NHK toddler's anime following a monkey named Monpy.
30118,Futari wa Nakayoshi: Goo to Sue,,An NHK toddler's anime following a brother and sister pair in their every day life (with some eps revolving around their baby brother).
30119,Yowamushi Monsters,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.
30120,Spoon-hime no Swing Kitchen,,An NHK toddler's anime following a Spoon Princess and other kitchen themed characters.
30121,Fushigina Ano Ko wa Sutekina Kono Ko,,An NHK toddler's anime following animals and their adventures.
30122,Ultraman M78 Gekijou: Love and Peace,,"A series of short segments featuring all of the Ultramen and their kaiju opponents, depicted in SD style, living together in harmony and enjoying everyday life. Various activities include domino contests, performing magic, daydreaming, and catching ghosts."
30123,Akagami no Shirayuki-hime,7.78,"Although her name means ""snow white,"" Shirayuki is a cheerful, red-haired girl living in the country of Tanbarun who works diligently as an apothecary at her herbal shop. Her life changes drastically when she is noticed by the silly prince of Tanbarun, Prince Raji, who then tries to force her to become his concubine. Unwilling to give up her freedom, Shirayuki cuts her long red hair and escapes into the forest, where she is rescued from Raji by Zen Wistalia, the second prince of a neighboring country, and his two aides. Hoping to repay her debt to the trio someday, Shirayuki sets her sights on pursuing a career as the court herbalist in Zen's country, Clarines.

Akagami no Shirayuki-hime depicts Shirayuki's journey toward a new life at the royal palace of Clarines, as well as Zen's endeavor to become a prince worthy of his title. As loyal friendships are forged and deadly enemies formed, Shirayuki and Zen slowly learn to support each other as they walk their own paths.

[Written by MAL Rewrite]"
30124,Bad Badtz-Maru no Ore wa Yuutousei,,
30125,Bad Badtz-Maru no Otoko Dokyou no Omoiyari,,
30127,Danchigai,6.53,"Haruki Nakano lives an average high school life, except for the fact that his mother is overseas and he shares an apartment with his four sisters. There's the oldest, Mutsuki, who has a bad habit of falling asleep in his bed, the junior high school student Yayoi, who hits him whenever something happens, and then the grade school twins, Uzuki and Satsuki, who love to play pranks on their older brother.

Stuck in a house with four girls, Haruki has to deal with all sorts of trials. From going grocery shopping, watching scary movies, to kissing practice, life is never boring in Danchigai!"
30128,Allargando The Animation,6.38,"An-chan who works at a maid masseuse parlor pampers her crush and client Koide-kun exclusively. He might not be the coolest or the most confident like his friend Sataki-kun, but guess which one she loves? School idol Aoyagi cheerfully sells sex tapes starring herself to a socially low-ranked student Nozaki. He wonders why she would sell such things to him and comes to a somewhat grim answer.

(Source: Hentai Heaven)"
30129,Konna Ko Iru kana,,"An NHK toddler's anime following creatures representing different human traits like gluttony or fear. It is akin to the British children's book and cartoon series ""Mr. Men."""
30131,Uwabaki Cook,,"Cook is one of Uwabaki (school shoes) for left foot and has a brother who happened to drop himself into a trash can. Cook then was thrown as well. In order to find his missing brother, he starts his adventure.

Although Cook seems timid, his strong sense of justice makes him always want to help someone in trouble.

Cook is sometimes lacks of confidence of himself when travelling alone. However, making friends with ""things"" such as books, glasses and chairs that he met in his journey makes him become stronger.

(Source: YTV)"
30132,Etsuraku no Tane The Animation,6.13,"Based on the game by WendyBell.

A beautiful girl's body is inhabited by a tentacle monster that forces her to attack other cute girls."
30133,"Ima, Futari no Michi",5.77,"The purpose of the short is to thank people for help during the prefecture's reconstruction efforts and prevent victims' memories of the 2011 disaster from fading away. 

The anime's story focuses on a pair of 16-year-old high school students who experience the Tohoku disaster and grow in the aftermath. Jun Agatsuma's father is a doctor, and she worries about the future. Kunpei Satou's father is a fisherman, and it was decided that the boy will succeed his father in the job. The pair's lives are suddenly disrupted when the 2011 earthquake and tsunami hit their area. The two determine their futures as Miyagi Prefecture recovers in the wake of the disaster.

Three people connected to Miyagi Prefecture were chosen to voice the short's characters. 

(Source: ANN)"
30134,Hong Gil Dong 2084,,"In 2084, a brave young boy named Hong Gil-dong (Dong Ho of boy band U-KISS) accidentally helps save a beautiful woman warrior. He hears that other residents of Yul-do have been harassed by a crew led by his older brother Il-dong, who had abandoned Gil-dong when they were young. He decides to step up and face the evil clan.

(Source: HanCinema)
"
30137,Big Order,5.78,"The story centers on an introverted high school student named Eiji Hoshimiya with a huge secret—he wished for the destruction of the world when he was younger. Fairies give certain people special powers called Orders, and what Order Users can do with their power depends on their wishes. Ten years after the Great Destruction, Eiji struggles to come to terms with his immense power.

(Source: ANN)"
30138,Rusuden Hour: Sodan Brothers,,
30139,Manga Doushite Monogatari OVA,,Compilation OVA of Manga Doushite Monogatari series.
30140,Xing Mao Lixian Ji Zhi Shu Fa Pian,,Chisese series about the adventures of Star Cat.
30143,Bobobo-bo Bo-bobo Recap,6.22,Recap episode aired between episodes 32 and 33. 
30144,Nyuru Nyuru!! Kakusen-kun 2nd Season,,"The anime revolves around little creatures called ""Kakusen"" who live in the skin pores of humans. Child actor Yuuto Itou will return as the title character Nyuruo, a newborn Kakusen who was born in the nose. Nyuruo is ignorant of the world around him, but he is honest. His hobby is stamp rallies and his dream is to become a government worker.

(Source: ANN)"
30145,Harukanaru Toki no Naka de: Hachiyou Shou Recap,6.0,"A recap of the Harukanaru Toki no Naka de: Hachiyou Shou series included on the special ""making-of"" DVD release of the Harukanaru Toki no Naka de: Maihitoyo movie."
30148,Kamiusagi Rope Specials,,Chronologically these are 13th and 15th episodes of the 1st series included on the DVD release in 2011. 
30149,Kamiusagi Rope 2 Specials,,"Chronologically the 10th, 12th, 13th, and 16th eps that were never shown in theaters. They were released on DVD before and were shown on TV 3 years after the main 2nd season aired in theaters. "
30150,Kamiusagi Rope 3,,3rd season of Kamiusagi Rope.
30151,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,"Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters."
30152,au x Rope,,"Another collaboration between Kamiusagi Rope and AU. These episodes were included on the 1st DVD of Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!? as episoded 18, 19 and 20."
30153,Takarakuji x Rope,,A collaboration between Kamiusagi Rope and Takarakuji the nationwide lottery system in Japan in honor of 2013 having the all time highest amount (800 million yen) winnable to date for the lottery system. These episodes were included on season 4's DVD release.
30154,Kamiusagi Rope (ONA),,"Random ONAs of Kamiusagi Rope. Most are one-shot web collaborations or commercials, these shorts were not included in any DVD release of Kamiusagi Rope hence why they are bundled together for this entry rather than having their own independent entries. If a collaboration has multiple eps (eg. Tire Kan, au, Takarakuji, etc.) it will receive its own entry instead of being included here."
30155,Hoshi no Kirby:  Taose!! Koukaku Majuu Ebizou,6.03,"Special 3-D animated short based on Kirby: Right Back at Ya!. It was released on the Wii channel in Japan. It features the never-before-seen monster named Lobzilla. Fire Kirby makes a special appearance, as does a new Kirby ability exclusive to the short called Kabuki. Seeing that Nightmare Enterprises is active and Dedede's transporter is operative, this episode may have taken place before episodes 96-100.

(Source: Kirby Wikia)"
30156,Ba La La Xiao Mo Xian Zhi: Meng Huan Xuan Lu,6.14,"To help the fairy Queen find her disappeared friend Melody, who was a skillful music fairy from the Music Castle, Sally, Maggie, Michelle and Beibei encountering nine musical magicians and fighting with dark musical witch Voiceless. Sally and the fairies suspect that Melody is connected with the dark power behind the scene. While, what is the truth?

(Source: Mahou Shoujo Wikia)"
30157,Joki Joki Tailor,5.28,"Music video for the song by Ai Kido (キド・アイ) that was featured on the show ""Hirake! Ponkikki."""
30158,Okore!! Nonkuro,,Anime about dog-like alien Nonkuro.
30159,Super Taromu,,Pilot of Super Taromu. Recorded simultaneously with Okore!! Nonkuro and Toumei Shounen Tantei Akira pilots.
30160,Oppai ga Ippai,4.84,"Music video for the song Oppai ga Ippai by Kana Bunke (ぶんけかな) that was featured on the Fuji TV's show ""Hirake! Ponkikki."""
30161,Horoscope: Anata no Seiza,,Music video for the song by Sakakibara Ikue that was featured on NHK's Minna no Uta program.
30162,Hone Hone Rock,5.19,"Music video for the song ""Hone Hone Rock"" by Shimon Masato that was featured on the Fuji TV's show ""Hiragana! Ponkikki."""
30163,Fuki to Hiyoko,,A music video for the song by Maiko (真依子) that was featured on NHK's Minna no Uta Program.
30164,Chiisana Kinomi (1995),5.39,The second animated Minna no Uta adaptation of the song Chiisana Kinomi. This rendition was sung by Fumiko Kanbara and this 1995 version was the third release of the song as the original from 1971 was a live-action music video. 
30165,Yamaguchi Sanchi no Tsutomu-kun,5.22,A music video for the song by Keiji Kawahashi that was featured on NHK's Minna no Uta Program.
30166,Wangpai Yushi Di 0 Ji,6.01,Episode 0 of Wangpai Yushi.
30167,Kanashiki Mongoose,5.19,A music video for the song by Seiji Tanaka that was featured on NHK's Minna no Uta Program.
30168,Miss Monochrome: Watashi dake no Monogatari,6.01,A short music video featuring main character of Miss Monochrome.
30169,Yubikiri,,A music video for the song by Ayano Tsuji that was featured on NHK's Minna no Uta program.
30173,Fruity Samurai,5.8,Short anime about fruity samurai.
30176,Kujira,,Lost film by Oofuji Noburou that was remade in 1952.
30177,Ninja Hattori-kun (2012) Special,6.32,Special of Ninja Hattori-kun (2012).
30178,Tiger & Bunny Recaps,6.09,Recap compilation of the Tiger & Bunny series with some new sequences and new narration from the viewpoint of the characters Barnaby and Kotetsu.
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.43,"When Shoutarou Tatewaki first meets Sakurako Kujou, he knows his life will never be the same. Initially believing her to be responsible for a disappearance in the neighborhood, he later learns of her true talent: analyzing bone specimens. Sakurako has quite the collection of reconstructed animal bones, but she wishes she had more of the human variety, much to the chagrin of those around her.

Soon, Shoutarou begins accompanying the eccentric osteologist on the many different unsolved cases she comes across—usually in the form of decomposing bodies. But with so many incidents happening around them, could there be a larger mystery at work in their lives?

Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru is a story of two unlikely partners, each showing in their own way that bones can tell how one died, but only people can tell how they lived.

[Written by MAL Rewrite]"
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,7.7,"One night, Mikado Ryuugamine accepts an invitation to Shinra Kishitani's apartment, eager to talk to Celty as quite some time has passed since the two last spoke. But, much to his astonishment, he finds that a large group of Ikebukuro's finest has gathered there for a hot pot party.
 
Already confused with the current situation, Mikado is further surprised to see that his friend and fellow Raira Academy student Anri Sonohara is there as well. As the two decide to take a seat together, a few members of the group begin reminiscing over events from days past: Mikado recalls an adventure from his childhood with Masaomi Kida, Anri explains how she came to be friends with Mika Harima, and Shizuo Heiwajima tells of his first meeting with Tom Tanaka.

[Written by MAL Rewrite]"
30193,Eun-sil-i,5.93,"In-hye and Sun-mi visit their hometown, a small and quiet village in the countryside, after a long time only to face unexpected news: their old friend Eun-sil died while giving birth. The town is left in an uproar because of the baby, whose father is unknown, and it is neglected, protected by no one. While In-hye and Sun-mi try to save the baby with the help of Ji-young, their friend who has stayed in town, they find out that Eun-sil, who was mentally retarded, was a plaything of the village. In-hye and Sun-mi are troubled with the rage they feel against the village people and the guilty conscience they feel towards Eun-sil. Although they abandoned Eun-sil in the past, will they be able to protect her baby until the end?

(Source: HanCinema)
"
30196,Tsubasa to Hotaru (2015),6.39,Four episodes that will be aired on TV as segments within the children's television program Oha Suta.
