ids,names,mean,description
24575,Yume no Jidousha,,"It is most likely a story about a great dream like car.

(Source: Wikipedia)"
24577,Imokawa Mukuzo: Chuugaeri no Maki,,"It is most likely a story about a Mukuzo Imokawa doing the somersault.

(Source: Anime Database Wiki)"
24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,6.89,The movie will feature special guests such as popular familiar characters from the TV anime series and the latest Youkai from the upcoming Youkai Watch 2 sequel games.
24603,Xiongmao Monogatari TaoTao,,"TaoTao is an anime series about the eponymous Taotao, a small panda. In the stories, Taotao has adventures with his animal friends and listens to the stories of his mother, the mommy panda.

(Source: AniDB)"
24619,Tenkuu Senki Shurato Recaps,,"Recaps of the original show. Also known as ""Episode 32.5"" and ""Episode 39""."
24625,Gundam Build Fighters Try,7.25,"The story of Gundam Build Fighters Try is set 7 years after the end of the 1st series. Now Seiho Academy's Gunpla Battle Club has only one member, Hoshino Fumina, who is a third grade student in junior high. As the president of the club, she needs two more members to participate in the upcoming All-Japan Gunpla Battle Championships. One day she encounters a transfer student named Kamiki Sekai, who has traveled around for Kenpo training with his master. Then joining by a young Gunpla builder Kousaka Yuuma, their challenge to the Gunpla Battle begins....

(Source: Crunchyroll)
"
24627,Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,7.45,"Shiraishi Urara is the top student in her school. One day, due to an accidental kiss, Urara finds herself in the body of the school delinquent, Yamada Ryuu! In trying to switch back to their own bodies, Urara and Ryuu discover that kissing causes them to switch bodies, which leads to their discovery that there are 7 witches in their school. They soon try to uncover the identities of the 7 witches...

(Source: AniDB)"
24629,Koufuku Graffiti,6.8,"The path to becoming a fine wife begins with being an accomplished cook—at least, that is what Ryou Machiko's late grandmother had led her to believe. For a middle schooler, Ryou's cooking skills are incomparable; but recently, though Ryou's food looks appetizing and smells inviting, the taste has not been delicious. Just when the dejected art student comes to terms with the possibility that she might continue living alone for the rest of her life, her aunt tells her that Kirin Morino—Ryou's second cousin—will begin staying with her every weekend since the younger girl has joined a cram school in Tokyo and aims to attend the same school as Ryou.

Surprisingly, with her cousin's arrival, Ryou finds that her cooking has vastly improved—apparently, it is not her prowess in the kitchen, but the sharing of the experience with those closest to her that seems to make the flavors shine.

[Written by MAL Rewrite]"
24633,LolitA☆Strawberry in Summer,5.19,"Animated music video for Tokyo Girls' Style ""LolitA☆Strawberry in Summer"""
24637,G-On Riders Special,5.65,"A special included on the 7th DVD release, commonly known as ""Episode 14"". It features nudity and adult situations which were not present in the original series."
24641,Baku Ane: Otouto Shibocchau zo! The Animation,7.39,"Having suffered an injury during a soccer game, Ryoushirou Hayasaki returns to his parents' house to undergo therapy. As both of them are currently abroad, the only ones to welcome him home are his four older sisters—Yurine, Noemi, Naru, and Mio.

His laid-back recovery is soon interrupted when Noemi finds her brother's erotic comics and love letters from younger classmates. The sisters soon realize that Ryoushirou has a little sister complex and the family argument that follows leaves the siblings at odds. Depressed and fed-up, Ryoushirou considers leaving the house. However, he gets an unexpected visit by Yurine that night—a short-haired and well-endowed beauty who is willing to help him with his rehabilitation and make up for the other sisters' outburst. Unable to deny himself the guilty pleasure, Ryoushirou decides to make the most of his stay and take advantage of the wonders around him.

[Written by MAL Rewrite]"
24645,Ai Shoujo Pollyanna Story Specials,,A summary of Ai Shoujo Pollyanna Monogatari full series aired as TV Specials in 2001.
24647,Alps Monogatari: Watashi no Annette Specials,,A summary of the Alps Monogatari: Watashi no Annette full series aired as a TV specials.
24655,Date A Live Movie: Mayuri Judgment,7.35,"War(Date), resumes.
The peaceful days of Itsuka Shidou returned without having to save the Spirits from the relentless battle days. But, the peaceful days were interrupted by the emergence of a mysterious sphere emitting spiritual wave――as well as a mysterious girl who showed herself at the same time. What is her purpose of keeping an eye on Shidou……? The mission that had been entrusted to Shidou under the tense situation was, 

“Date all of the Spirits, and make them fall in love?!”

――With the fate of humanity at stake, the war(date) resumes!

(Source: Date A Live Wiki)"
24663,Dororonpa!,,"Komachi is a little ghost who died during the Meiji Era and has hung around earth as a wandering spirit girl for over a hundred years. Komachi appears in the room of a young girl named Anko and the two get wrapped up in all sorts of adventures involving other ghosts and demons.

(Source: TV Asahi)"
24669,Son Gokuu Silk Road wo Tobu!!,,"A TV special that aired as a part of ""Nissei Family Special"" series on Fuji TV in 1982."
24675,Future Card Buddyfight Recap,6.02,Recap episode aired between episodes 23 and 24. 
24677,Gegege no Kitarou: Kitarou Tanjou-hen,,"A short special ""Birth of Kitarou"" aired in 1980."
24679,Flanders no Inu Specials,,A summary of the Flanders no Inu full series aired as a TV specials.
24681,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,,A summary of the Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone full series aired as a TV specials.
24683,Manzai Taikouki,,
24687,Mushishi Zoku Shou: Odoro no Michi,8.46,"Mysterious, unknowable creatures alien to the laws of nature—known only to some and feared by others—""Mushi"" lie behind many of life's strange phenomena.

Long ago, a Mushi of terrifying power threatened to extinguish all life. The Minai clan of Mushishi were born from those who stopped this malevolent force, their members bound by duty to serve as retainers to the Karibusa family, within whom the Mushi remains sealed. The Mushishi Ginko is given a job request from Tanyuu Karibusa: oversee the work of the head of the Minai clan, Kumado Minai, in investigating an abandoned village where dead wood and even houses spring back to life as flourishing plants.

Though the Minai clan are oddly ruthless among Mushishi, even more peculiar is their widespread dull character, with little appreciation for beauty or sentiment. Tanyuu believes there is more to this trend than meets the eye. Ginko aims to answer her curiosity as he follows Kumado into a ""Path of Thorns,"" a place where Mushi flow from their own strange sources into the world of the living. Rare and deadly varieties of Mushi lurk in these depths, along with the secret nature of the Minai clan's resolve to their ancient task.

[Written by MAL Rewrite]"
24695,Gokukoku no Brynhildr: Kara Sawagi,6.6,Unaired episode 11.5 included with the second Blu-ray/DVD volume.
24699,Ai Tenchi Muyou!,6.18,"The franchise is celebrating its 20th anniversary with this new project.

Note: The recap episodes are not included in the main episode count, and are now included here."
24701,Mushishi Zoku Shou 2nd Season,8.76,"Ghostly, primordial beings known as Mushi continue to cause mysterious changes in the lives of humans. The travelling Mushishi, Ginko, persists in trying to set right the strange and unsettling situations he encounters. Time loops, living shadows, and telepathy are among the overt effects of interference from Mushi, but more subtle symptoms that take years to be noticed also rouse Ginko's concern as he passes from village to village.

Through circumstance, Ginko has become an arbiter, determining which Mushi are blessings and which are curses. But the lines that he seeks to draw are subjective. Some of his patients would rather exercise their new powers until they are utterly consumed by them; others desperately strive to rid themselves of afflictions which are in fact protecting their lives from devastation. Those who cross paths with Mushi must learn to accept seemingly impossible consequences for their actions, and heal wounds they did not know they had. Otherwise, they risk meeting with fates beyond their comprehension.

[Written by MAL Rewrite]"
24703,High School DxD BorN,7.44,"The Red Dragon Emperor, Issei Hyoudou, and the Occult Research Club are back in action as summer break comes for the students of Kuoh Academy. After their fight with Issei’s sworn enemy, Vali and the Chaos Brigade, it is clear just how inexperienced Rias Gremory's team is. As a result, she and Azazel lead the club on an intense training regime in the Underworld to prepare them for the challenges that lie ahead.

While they slowly mature as a team, Issei will once again find himself in intimate situations with the girls of the Occult Research Club. Meanwhile, their adversaries grow stronger and more numerous as they rally their forces. And with the sudden appearance of Loki, the Evil God of Norse Mythology, the stage is set for epic fights and wickedly powerful devils in High School DxD BorN!

[Written by MAL Rewrite]"
24705,"Ore, Twintail ni Narimasu.",6.49,"Twintails: the glory of all mankind—or at least that is what first-year high school student Souji Mitsuka believes. At school, Souji spends most of his time daydreaming and rating girls' twintails, even going as far as creating a club dedicated to the hairstyle. His obsession does not go unnoticed, however; when monsters from outer space attack Earth and claim the world's twintails for themselves, a strange woman named Twoearle enlists Souji to fight back using twintails of his own!

By transforming into the twin-tailed warrior Tail Red, Souji combats the vicious alien organization known as Ultimegil, whose main goal is to colonize Earth and steal everyone's spiritual energy, or ""attribute power."" Alongside fellow twin-tailed fighters Aika Tsube and Erina Shindou, Souji must find a way to defeat the invading army and defend the twintails he holds so dear.

[Written by MAL Rewrite]"
24713,Miss Monochrome The Animation: Soccer-hen,6.25,Special of Miss Monochrome. It's about football. Aired on the official Miss Monochrome YouTube channel.
24719,Shinrabanshou: Tenchi Shinmei no Shou,,"The ONA produced to celebrate the 10th anniversary of Shinra Bansho Choco from Bandai.

Shinra Bansho Choco is a chocolate biscuit sandwich brand that includes a card that features characters of the Gods.

(Source: MAL)"
24727,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,7.09,A short special included on the second volume of Baka to Test to Shoukanjuu Ni! Blu-ray/DVD release.
24743,Yakin Byoutou Specials,5.52,Two recap episodes of the original Yakin Byoutou OVA also known as episodes 5.5 and 10.5.
24745,Yobai Suru Shichinin no Harame,6.59,Based on the adult game by Guilty.
24751,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,6.53,"Unaired episode 13 of Akuma no Riddle released with the seventh Blu-ray/DVD volume.

The special will be previewed at a screening in Tokyo City on November 22, 2014. The BD/DVD will be released on December 17, 2014. "
24763,Robot Girls Z Specials,6.34,"Bonus episodes 3.5, 6.5, and 9.5 included with the Blu-ray/DVD releases."
24765,Gakkougurashi!,7.62,"Yuki Takeya loves her school so much that she does not want to ever leave! Megurigaoka Private High School is a unique and lively place where Yuki enjoys her carefree life as a third-year high school student and member of the School Living Club. The club, consisting of the president Yuuri Wakasa, the athletic Kurumi Ebisuzawa, the mature junior Miki Naoki, the supervising teacher Megumi Sakura, and the club dog Taroumaru, prides itself on making the most of life at school. On top of meeting after classes, the members must live within school grounds, from sleeping over to eating meals.

From the manga series of the same name written by Norimitsu Kaihou and illustrated by Sadoru Chiba, Gakkougurashi! follows the adventures of the School Living Club as they live at school to promote independence and self-determination.

[Written by MAL Rewrite]"
24773,Norasco,,Follows an easygoing Scottish Fold's mundane everyday life.
24775,Koishite!! Namashi-chan,,Follows the life of a girl sea cucumber who lives in an aquarium.
24781,Imawa no Kuni no Alice (OVA),7.43,"Ryouhei Arisu is a high school student with no ambitions and just wants to escape from what he feels is a meaningless reality. One night when he is with his two friends Daikichi Karube and Chouta Segawa, they see an abnormally large firework shoot into the sky, an event which signals a permanent change in their lives.

Blinded by the incredibly bright explosion, the three find themselves transported to what is known as the Borderland. The only inhabitants of this world are participants of a deadly game where specific tasks must be accomplished if they wish to survive. As the three begin playing to determine how they can get back home, Ryouhei finds himself feeling alive for the very first time in his life.

[Written by MAL Rewrite]"
24783,3-D Heaven,4.51,A music video for song by Psy-S for the Minna no Uta song program.
24785,Awate Tokoya,5.0,A Minna no Uta video for the Awate Tokoya a song by Bonny Jacks.
24789,Shoko Nakagawa Prism Tour Special,5.88,A Sunrise-produced special created for Shoko Nakagawa's 2010 Prism Tour.
24791,Boku wa Ou-sama,,"Boku Wa Ou-sama is a show based on a book series by Teruo Teramura and Shizuko Wakayama. The first book came out in 1959 and 49 more volumes followed, making it one of the most popular children's book in Japan.

The books and the anime follow the misadventures of Ou-sama, a silly, gluttonous, lazy but overall very lovely and cute king as he seeks elephant eggs (they make the biggest omelets, his favorite dish!) hide toys in the forest just to prank his three wise counselors, or ride the bike around the castle."
24793,Bloody Bunny,5.9,"Shorts based off of the Thai mascot owned by TwoSpot Studio, Bloody Bunny (gender male in this series), and his brother that are avenging their parents' death."
24795,Boku wa Ou-sama (TV) Special,,
24797,Kubire 3 Shimai,,Anthropomorphic peanuts teach dance. Premiered on the Music Launcher's television anime block.
24803,Tobidasu Ehon 3D,,"A film encompassing five short stories, presented in an animated 3D method."
24807,Kawaii Cook-san,4.88,"Animation accompanying a song for Kawaii Cook-san, a mascot created by Homme Temoin. On April 14, 2012, it began broadcast on television."
24809,Arigatou Kumanofu,,Shorts that focus on a female bear's life.
24811,Prison Bear,,Focuses on the odd inmates at a bear prison.
24817,Fantasista Stella,6.04,Teppei and teammate Keisuke Honda aim for the FIFA World Cup 2014 in Brazil.
24819,Spo-chan Taiketsu: Youkai Daikessen,,
24821,Isshuukan Friends. Specials,6.8,Specials included in the Blu-ray/DVD releases.
24823,Days,6.7,"For longer than she can remember, the monster Azami has been alone. Time passes her by, and she merely watches. Her loneliness finally ends when she gains a family. Yet human lives are fleeting, and Azami may have no choice but to face an unbearable tomorrow where she is alone once again.

[Written by MAL Rewrite]
"
24833,Ansatsu Kyoushitsu,8.11,"When a mysterious creature chops the moon down to a permanent crescent, the students of class 3-E of Kunugigaoka Middle School find themselves confronted with an enormous task: assassinate the creature responsible for the disaster before Earth suffers a similar fate. However, the monster, dubbed Koro-sensei (the indestructible teacher), is able to fly at speeds of up to Mach 20, which he demonstrates freely, leaving any attempt to subdue him in his extraterrestrial dust. Furthermore, the misfits of 3-E soon find that the strange, tentacled beast is more than just indomitable—he is the best teacher they have ever had!

Adapted from the humorous hit manga by Yuusei Matsui, Ansatsu Kyoushitsu tells the story of these junior high pupils as they polish their assassination skills and grow in order to stand strong against the oppressive school system, their own life problems, and one day, Koro-sensei.

[Written by MAL Rewrite]"
24835,Mobile Suit Gundam-san,6.19,Anime adaptation of the 4-koma manga Mobile Suit Gundam-san.
24839,X Maiden: Izakaya Tamaki,,
24843,Clarinet Kowashichatta,5.01,A Minna no Uta video for a song from Dark Ducks.
24845,Nyanfuru,,"Shorts that feature music note cats. The series premiered on February 22, 2014 on television; the first episode was published on an official YouTube channel that same day. 

The whole world is in love with character illustrations of cats, dogs, and bears. A brand-new show, and the first of its kind in Japan, featuring nothing but cat characters for cat lovers started airing in February 2014. A variety of cat characters designed by Japan's topnotch creators and illustrators are animated and they are voiced by popular KAWAII (cute) anime voice actors. This show is a must-see not just for the fans of cat characters but for all anime lovers!

(Source:  YouTube)"
24847,Ichigeki Sacchuu!! Hoihoi-san: Legacy,4.86,"Originally planned to be released as an original video anime adaptation of Ichigeki Sacchuu!! HoiHoi-san Legacy manga. Japanese publisher ASCII Media Works concluded that there has been no prospect of completing the production of the title and cancelled the production. The two-minute trailer is all that was released of this project.

(Source: AniDB)"
24849,Injutsu no Yakata The Animation,6.41,Based on the adult manga by Sawaru Erect.
24851,Madonna: Kanjuku Body Collection,6.59,"Huge breasts are justice! Mature women are my fantasy!

Why make them so erotic?
Scattering their pheromones as they walk.
""Do as you please"" is their catchphrase.

My body won't be able to last any longer if this continues everyday.
If that's the case I'll better move out of this apartment and start living the life of a proper student.
And the day I made up my mind on this, a new manager for the apartment arrived.

(Source: Getchu)"
24855,Girlfriend (Kari),5.94,"A TV anime adaptation of the Girlfriend (Kari) a mobile game where players can have girlfriends through playing the game. 

Shiina Kokomi is a hard working but even tempered high school girl who is the lead performer in her school's rhythmic gymnastics club. The story follows her and her growing circle of friends as they support each other through the various trials and situations that comprise high school life.

(Source: ANN)"
24857,Akagaki Genzou: Tokuri no Wakare,,
24859,Anime Koten Bungaku Kan,,
24861,Akaoni to Aooni no Tango,5.3,A video for the song by Isao Bitou that was featured in Minna no Uta program.
24865,Amigo Tomodachi,,"An educational film about how difficult it is learning the culture and customs of a new land. And how bullying foreigners or even Japanese people who have come back home after an extended stay in a foreign country after they picked up the customs, is the manifestation of a weak consciousness."
24869,Aoi Umi to Shounen,,The friendship between Hiroshi from Japan and Adel from the South Pacific island the two live on is severely tested when Adel finds out that his grandfather was killed in a battle with the Japanese army. Will Adel forget their quarrel when Hiroshi's life is in danger?
24873,Juuou Mujin no Fafnir,6.23,"Midgar, all-girl academy, would have been notable just for the action of accepting its first and only male student, Yuu Mononobe. But Midgar stands out for much more than that: it's a school exclusive to a group of girls known as D's. Each of them have extremely powerful abilities in generating dark matter and manipulating it into powerful weaponry.

The D's didn't exist twenty-five years ago, and only appeared after a number of mysterious, destructive monsters known as ""Dragons"" started appearing around the world. Strangely, just as suddenly as they appeared, they vanished. In their destructive wake, some girls started being born with symbols on their bodies and powers similar in nature to those wielded by the Dragons themselves.

Now the D's attend this school, hoping to harness and utilize their powers against the Dragons. Yuu is their latest member and is extraordinary for being the only known male D in existence. Now he must forge relationships with the girls around him, including his long separated sister who attends the school as well, and work with them to investigate and eliminate the threat of the powerful Dragons."
24875,Barnacle Lou,,"A lovely story of a little seagull Lou who thinks of himself as a barnacle.

(Source: Olive Studio)"
24877,Hare Tokidoki Buta,,"Noriyasu seems like an average third-grader, but his life goes haywire after he catches his mother reading his private daily journal. In an effort to astonish her, he begins writing outlandish lies about a giant snake in the bathroom, cooking pencils for dinner, and a rain of pigs, but Noriyasu is the one who's shocked when his writings play out in reality and everyone else treats the events as normal. Things become even more chaotic when he takes several stabs at being a newspaperman, producing “fake news” that become the talk of the town and one resulting in an apocalyptic porcine holiday.

(Source: ANN)"
24881,Bunbuku Chagama,,"A short film about a man who rescues a tanuki. When the tanuki transforms himself into a teapot, he is given to a temple as a gift. Once inside the temple, the tanuki reverts to his true form and causes havoc.

(Source: AniDB)"
24883,Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,,"The third film in Shin-Ei's series of annual WWII themed anime television movies for children ""Sensou Douwa"" (war story). "
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,7.76,"Having narrowly avoided the collision with the asteroid, the Sidonia sets a course for the Lem system in order to wipe out the Gauna nest.

(Source: Polygon Pictures)"
24901,Cook no Polka,5.05,A song for the Minna no Uta segment.
24903,Neko Funjatta,5.2,"A song for the Minna no Uta segment, it adapts ""Flohwalzer"" (Flea Waltz) is a simple German piano piece, often one of the first learned because its fingering is simple and it allows beginners to perform a piece that is harmonically and rhythmically pleasing. It has different names in different countries but in Japan this piece is known as Neko Funjatta (I Stepped on the Cat).

(Source: Wiki)"
24905,Go-hiki no Kobuta to Charleston,5.12,A song for the Minna no Uta segment.
24909,Kaitou Joker,6.86,"Under the veil of the shining night, the mysterious phantom thief Joker performs daring heists on one valuable treasure to the next. Although often backed into a corner by persistent police investigator Dokusaburou Oniyama, the self-proclaimed ""Miracle Maker"" uses his arsenal of flashy tricks to escape, straddling the line between science and magic. 

In the middle of a heist to steal the ""Dragon Gem"" from the mansion of a haughty multimillionaire, Joker meets Hachi, a clumsy but earnest ninja. Hachi is after the same treasure but idolizes Joker, who in return merely sees him as a nuisance. Still, the two are able to work together to perform a successful heist. Seeing Hachi's wit and courage, as well as his convenient ability to perform housework, Joker reluctantly accepts him as a disciple.

As they set off with their eyes set on the next prize, Joker and Hachi butt heads with other phantom thieves. Facing both old friends and new foes alike, Joker competes to become the best ""magician"" of the shining night.

[Written by MAL Rewrite]"
24911,Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,6.87,Based on the adult game by Marine.
24913,Bokura wa Minna Kawai-sou: Hajimete no,7.66,Unaired episode included in the 7th Blu-ray/DVD volume of Bokura wa Minna Kawaisou anime.
24919,Aoki Hagane no Arpeggio: Ars Nova DC,7.43,"Recap of the Aoki Hagane no Arpeggio: Ars Nova TV series, with approximately 40 minutes of new material. 

By 2039, global warming had caused sea levels to rise and large amount of territory to be lost. As though in response, a mysterious group of warships clad in mist, ""the Fleet of Mist,"" appeared in every corner of the ocean, and began attacking human ships. In spite of humanity mustering all their strength, they were utterly defeated by the Mist's overwhelming force. All of humanity's trade routes were blockaded by the Fleet of Mist, their political economy was destroyed, and the human race was steadily beaten down. Seven years later, the Fleet of Mist's submarine I-401 appears before cadet Gunzo Chihaya. The humanoid life form that pilots the sub, who should be their enemy, is instead offering her services to mankind.

(Source: ANN)"
24921,Aoki Hagane no Arpeggio: Ars Nova Cadenza,7.87,"The group of privateers known as the Blue Steel continues their mission to deliver blueprints of the Vibration Warhead Torpedo—a weapon that may turn the tides of war in their favor—to the United States. However, a new threat arises from their enemy, the overwhelming Fleet of Fog in the form of ""The Student Council.,"" This is a group of warships composed of the remaining Mental Models—the ships' humanoid avatars—who have yet to face the unpredictable captain of the Blue Steel, Gunzou Chihaya.

As the Blue Steel gets closer to understanding the origins of the authority controlling the enemy, Iona's past starts to reveal why the war began and her reason for siding with humanity.

[Written by MAL Rewrite]"
24923,Chibikko Kamu no Bouken,,Based on the childrens' book by Kanzawa Toshiko.
24927,Chuuchuu Banban,,
24935,Recorder to Randoseru Mi☆ Special,6.39,Unaired episode 13 included on the Blu-ray/DVD volume of the Recorder to Randoseru Mi☆ series.
24967,Ane Kyun!: Joshi ga Ie ni Kita!,6.59,"Honoka arrived at home with snacks, juice and candies which are her brother's, named Hirokazu, favorite stuff. However, she noticed there has been an unexpected guest – Akazaki. She attends the same class as Hirokazu and for that matter he invited her for a study session and Honoka misunderstood her as his girlfriend. Will Hirokazu make up with his sister in a secret way while Akazaki is still in their house?

Based on the adult manga by Yuzuki N'.

(Source: BakaBT, edited)"
24969,Sumiko (TV),,Short stories based on the original characters by Uruma Delvi.
24973,Bokura wa Minna Kawai-sou Specials,7.14,Based on the 4-koma manga stories of Bokura wa Minna Kawaisou. Included in Blu-ray/DVD volumes 1-7.
24975,Ghibli ga Ippai Special Short Short,5.79,A DVD release with a collection of commercials and TV spots produced by Studio Ghibli or its subsidiary Studio Kajino between the years 2000 and 2005.
24977,Kana Kana Kazoku,,An original anime series created in cooperation with Kanagawa Prefecture.
24981,Yowamushi Chinsengumi,,"The short is the third Hana Yori Dango short about Dangonosuke the samurai boy. In the story, Dangonosuke rescues a woman captured by bandits.

(Source: ANN)"
24985,Elite Jack!!,,"The August issue of Shogakukan's Ciao magazine is announcing on Thursday that Meme Iwaoka's manga Elite Jack!! will get an anime adaptation. The anime will be on the Ciao Ciao TV bonus DVD that will be bundled with the September issue of the magazine on August 2.

The story is set at the elite Omega High School, where test results decide everything. The high-scorers in the student council, in particular the student council president, have a lot of authority. Yuria Aikawa comes to this school, and though she seems like an ordinary girl who loves fun things and her boyfriend Shuri, she's actually a super-genius who gets the top score on every test. She becomes student council president and tries to make school life more fun in various ways.

(Source: ANN)"
24987,Furueru Kuchibiru Episode 0,6.68,"Based on the adult manga by Inu.

Kon and her teacher-turned-lover still have communication problems, but they're making progress, little by little. Will they find the answers they're looking for in each other? Or have they already found them?

(Source: H-Moe)"
24989,Agukaru: Play with Ibaraki-hen,,Sanae has now left the countryside to view the tourist wonders of the Ibaraki prefecture. Villains are still after her so her agriculture magic powers still come in hand.
24991,No Game No Life Specials,6.75,Picture drama specials included on the Blu-ray/DVD volumes.
24995,Moonfesta,5.83,"A fantasy world that unfolds during a moonlit night.

The song was composed by Kajiura Yuki and sung by Kalafina for NHK's Minna no Uta program"
24997,Love Live! The School Idol Movie,7.94,"Hot on the heels of the third year students' graduation, μ's is invited to New York in hopes of spreading the joy of school idols to other parts of the world. Due to the events of the recent Love Live!, μ's has reached eminent stardom which results in crowds swarming them whenever they appear in public. With the increased attention, however, comes a difficult choice.

Having yet to publicly announce the decision they came to regarding their future, the young members of μ's are pushed to continue performing by rival group A-RISE, Otonokizaka High School, and even Love Live! itself. As leader, Honoka Kousaka is left wondering if the path they have chosen is truly for the best, as μ's must re-evaluate their choices and come to a final decision on what they want for the future.

Love Live! The School Idol Movie depicts the final chapter in μ's story as the girls explore just what being an idol means to them as well as the bond that connects the nine of them together.

[Written by MAL Rewrite]"
24999,Akai Jitensha,5.21,A mermaid rides around town with her companion which transforms into a bicycle.
25011,Fate/kaleid liner Prisma☆Illya 2wei! Specials,6.87,Short specials included with the Blu-ray/DVD releases of the TV series.
25013,Akatsuki no Yona,8.04,"Princess Yona lives a life of luxury and ease, completely sheltered from the problems of the seemingly peaceful Kingdom of Kouka; however, the sudden murder of the king and betrayal of her beloved cousin Su-won places Yona's life in mortal peril. Forced to escape only with Son Hak, who is both her childhood friend and bodyguard, the naïve princess soon discovers that Kouka is not the idyllic place she envisioned it to be. Poverty, strife, and corruption run rampant, making reclaiming the throne nothing more than a wishful fantasy given the kingdom's current state.

Based on the popular manga of the same name by Mizuho Kusanagi, Akatsuki no Yona follows Princess Yona on a coming-of-age adventure as she faces the harsh realities of her kingdom. With only a mysterious legend to guide her, Yona must discover a way to restore Kouka to its former glory while being pursued relentlessly by the forces of the new King of Kouka.

[Written by MAL Rewrite]"
25015,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,7.72,"The first part of a two-part movie. The story is a recap of the TV series.

Mirai Kuriyama is the sole survivor of a clan of Spirit World warriors with the power to employ their blood as weapons. As such, Mirai is tasked with hunting down and killing ""youmu""—creatures said to be the manifestation of negative human emotions. One day, while deep in thought on the school roof, Mirai comes across Akihito Kanbara, a rare half-breed of youmu in human form. In a panicked state, she plunges her blood saber into him only to realize that he's an immortal being. From then on, the two form an impromptu friendship that revolves around Mirai constantly trying to kill Akihito, in an effort to boost her own wavering confidence as a Spirit World warrior. Eventually, Akihito also manages to convince her to join the Literary Club, which houses two other powerful Spirit World warriors, Hiroomi and Mitsuki Nase.

As the group's bond strengthens, however, so does the tenacity of the youmu around them. Their misadventures will soon turn into a fight for survival as the inevitable release of the most powerful youmu, Beyond the Boundary, approaches.

[Written by MAL Rewrite]"
25027,"Little Polar Bear: Shirokuma-kun, Doko e?",,Based on the childrens' book Little Polar Bear by Dutch author Hans de Beer.
25029,"Little Polar Bear: Shirokuma-kun, Fune ni Noru",6.05,A continuation of adventures of the Little Polar Bear.
25033,Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,5.94,"Tiny schoolgirl Chiiko develops a crush on older boy Sally and believes herself to be his girlfriend, although Sally is already involved in a love triangle with a girl called Tonko.

(Source: The Anime Encyclopedia)"
25035,Sensou ga Owatta Natsu ni 1945 Karafuto,,
25045,Mijikamon,6.81,2-minute specials for Barakamon featuring chibi characters. These specials were streamed exclusively on YouTube only in Japan after every episode of the main series.
25049,Sushi Ninja,5.14,"Elite Sushi Ninja fights with evil Monsters for justice every day! They, however, are on the popular superhero TV show…. In the real world, three lazy kids named “IKURA”, “MAGURO”, and “TAMAGO” watch with that TV show. They wish to be Heroes like the Sushi Ninja on the TV show some day, but they always fall out over something stupid. One day, they unexpectedly meet up with a beautiful Princess being chasing by Nachos King Gang. She deems the three guys to be the Heroic Sushi Ninja on TV show and asks them for help. They are so excited and act like the heroes on TV show. Then they decide to face with the enemies to protect the Princess…. Can they be the real Heroes and protect the Princess from the evil?

(Source: Daisuki)"
25051,Miracle Giants Doumu-kun Special,,"Doumu befriends a boy named Kenji, which leads to him improving his pitch. 
"
25053,Mister Ajikko Special,,"Youichi vs Ajizukin.
"
25055,Furifure The Animation,6.22,"Based on the adult novel by Noesis, Ori and Kizoku Coffee.

Yui had a quarrel with her parents and ran away from home. When she walks around the town, she meets her friend and she is tricked into joining a matchmaking website called Free Friends. She just waits for someone contacting her though she doesn't know much about it. The main character accidentally finds it and contacts her. On that night, they meet in the town full of libido and...

(Source: ErogeShop)"
25057,Kaba Enchou no Doubutsuen Nikki,,"Aging zoo keeper Toshio Nishiyama acquires two young trainees: short-tempered former chef Takeshi Ishizawa and gentle vet Ichiro Hasegawa. Both are surprised by the difficulties they face in a deceptively easy job but persevere through troubles such as an escaped pelican, a dying camel, and the birth of a hippo. A semi-autobiographical TV special of anecdotes from real-life Tobu Animal Park zookeeper Toshio Nishiyama, who appears at the beginning and end of the film to talk about his love for animals-and to reveal that Ishizawa is in fact a projection of his younger self.

(Source: The Anime Encyclopedia)"
25059,"Nikoniko, Pun",,"Anime spin-off from a children's show that featured out-of-work actors dressed up as a giant mouse, penguin, and lion, itself part of the Japanese ""Watch with Mother"" TV strip for the preschool audience.

(Source: The Anime Encyclopedia)"
25061,Kizu darake no Tenshi-tachi,,"Thirty-one stories based on the fourpanel manga strips drawn by Masahiko Kikuni for Young Sunday magazine make up this anime that mixes animation and live action (18 animated stories, 13 live-action stories).

(Source: The Anime Encyclopedia)"
25063,Anime Roukyoku Kikou Shimizu no Jirochouden,,"A story based on Shimizu no Jirochou, an early yakuza who specialized in gambling and maritime transport.

The anime is composed of 10 stories. Each story was told over 3 episodes. The particular tale is based on Hirosawa Torazo II's telling; Hirosawa is a roukyoku/naniwabushi."
