ids,names,mean,description
11841,Qin Shi Ming Yue: Ye Jin Tianming,6.77,"In the second season, Emperor Qin sends Quicksand to destroy Machinery City, the home of the Mohist School.

At the same time, Duanmu Rong sends the three kids, Tianming, Shao Yu, and Gao Yu, into the forbidden grounds of the Mohist School, a place where nobody could enter without permission.

(Source: AniDB)"
11843,Danshi Koukousei no Nichijou,8.26,"Roaming the halls of the all-boys Sanada North High School are three close comrades: the eccentric ringleader with a hyperactive imagination Hidenori, the passionate Yoshitake, and the rational and prudent Tadakuni. Their lives are filled with giant robots, true love, and intense drama... in their colorful imaginations, at least. In reality, they are just an everyday trio of ordinary guys trying to pass the time, but who said everyday life couldn't be interesting? Whether it's an intricate RPG reenactment or an unexpected romantic encounter on the riverbank at sunset, Danshi Koukousei no Nichijou is rife with bizarre yet hilariously relatable situations that are anything but mundane.

[Written by MAL Rewrite]"
11853,Pokemon: Pikachu no Summer Bridge Story,6.22,"Satoshi (Ash)'s Pikachu and friends visit a town with a huge draw bridge, but problems arise when they come across Satoshi's Mijumaru (Oshawott) and Pokabu (Tepig), who have eaten the fruits that wild Gothimu (Gothita) and Darumakka had collected. They head off to collect fruits from the forest across the bridge, but then Nyarth (Meowth) appears and tries to steal the fruits. On top of that, the bridge is raised, blocking their passage. What will Pikachu do? The fight for the fruits begins!!

(Source: bulbapedia.bulbagarden.net) "
11855,Houkago Nyannyan,6.0,"The first story is about an unnamed schoolgirl who has heard a lot about sex, but lacks any experience whatsoever. Interested in everything, she asks her underclassman Yu to masturbate in front of her. It doesn't take long before the two shake off their embarrassment and do more than just masturbating for each other."
11857,Judo Sanka,,"Based on Hiroshi Kaizuka's manga.

The last TMS sports-themed anime series (""Star of the Giants"" was the first).

Because of low ratings, the series was pulled off the air before later episodes of the original manga could be adapted."
11859,Queen's Blade: Rebellion,6.31,"Power corrupts, and it when it appears that the once noble Queen Claudette's ways have turned to oppression and heretical persecution, it's up to a new generation of warriors to step up to the plate armor to bear arms and bare their naked fury in open rebellion! The odds may seem unfairly stacked in favor of the Amazonian ranks of the queen, doubly supported by her power of writ and assassins. But the incredible wits and assets of the dazzling array of daring damsels willing to risk their gorgeous skins and put their lithesome bodies on line against her, might just expose a few unexpected weaknesses in the queen's support! 

(Source: Sentai Filmworks) "
11867,Cipher,4.65,"Two brothers are in the spotlight: one a movie star making a football movie, the other a musician who occasionally goes to school (to cover for his sibling). What will destiny bring them? "
11869,Bloody Night,3.88,"A little girl is wandering the streets late at night, but something is eerily amiss. Suddenly, a vicious red monster appears and begins chasing her. As she desperately tries to get away, she encounters a homeless old man in an alleyway and later an armed policeman who both try to save her. Can either of these brave men save the girl from the monster that pursues her so relentlessly?

[Written by MAL Rewrite]"
11873,Oraa Guzura Dado (1987),6.13,"Remake of the first series.

When Mt. Bikkura erupts a huge egg one day, a chubby little dinosaur name Guzura hatches out of it. The series follows his misadventures as he interacts with humans as well as other animals and creatures"
11879,Oni Chichi: Re-born,7.33,"Continuing after the events of Oni Chichi: Re-birth... Airi, Marina, and their step father, Takami, leave for a trip to a hot springs resort. But Marina makes last minute plans and just the two of them go. Takami still constantly tries to drug Airi. "
11883,Nendo no Tatakai 2,3.22,"Two men are playing rock-paper-scissors, but this version has a painful twist: whoever loses the round will be whacked on the head with a mallet. A bowl will offer them protection from the blow but only if they are quick enough to grab it. Tension builds as the game begins. What will the outcome be?

[Written by MAL Rewrite]"
11887,Kokoro Connect,7.81,"When five students at Yamaboshi Academy realize that there are no clubs where they fit in, they band together to form the Student Cultural Society, or ""StuCS"" for short. The club consists of: Taichi Yaegashi, a hardcore wrestling fan; Iori Nagase, an indecisive optimist; Himeko Inaba, a calm computer genius; Yui Kiriyama, a petite karate practitioner; and Yoshifumi Aoki, the class clown.
 
One day, Aoki and Yui experience a strange incident when, without warning, they switch bodies for a short period of time. As this supernatural phenomenon continues to occur randomly amongst the five friends, they begin to realize that it is not just fun and games. Now forced to become closer than ever, they soon discover each other's hidden secrets and emotional scars, which could end up tearing the StuCS and their friendship apart.

[Written by MAL Rewrite]"
11889,The iDOLM@STER: 765 Pro to Iu Monogatari,7.47,"This special received a TV airing on June 17, 2012. The 9th Blu-ray volume containing episodes 24-26 was released on June 28, 2012."
11897,Nendo no Tatakai,3.25,"The red clayman is bored... and apparently, he has nothing better to do than bother the yellow clayman."
11911,Pretty Rhythm: Aurora Dream - Prism Shougekijou,6.76,Short specials included in the DVDs of the TV series.
11915,Within the Bloody Woods,3.36,"A man wanders lost in the forest when he happens upon another person. At first thinking the stranger is injured, the man quickly realizes that isn't the case. The stranger, in fact, isn't even human—he's a zombie! Suddenly finding himself in danger, the man pulls out a machete to fight. The lost man must now defend himself against the dangers lurking in the forest...

[Written by MAL Rewrite]"
11917,Major: World Series,8.34,"Gorou Shigeno's journey with the Indiana Hornets continues as they seek to win the prestigious World Series. However, after an unexpected accident during the match with his fated rival, his quest in becoming the world's best becomes more challenging. Undaunted, Gorou continues to put the weight of his dreams into every pitch he makes, and forges a path towards his desired future through high-speed pitching.

[Written by MAL Rewrite]"
11919,Zoku Attacker You! Kin Medal e no Michi,6.17,"Young and ambitious girls strive to do their very best to become NO.1 team in the sport world of volleyball. Outside the court, they face the problem of termination if they don’t win along with family, love and friendship dilemmas."
11933,Oda Nobuna no Yabou,7.44,"High school student Yoshiharu Sagara wakes up and finds himself in the middle of a raging Sengoku period battle. He is saved by the legendary Hideyoshi Toyotomi, but at the cost of the hero's life. With his dying breath, the warrior pleads for Yoshiharu to become a feudal lord in his place. Now that the course of history has been changed, Yoshiharu pledges to keep the timeline from diverging any further. Yet, after rescuing Nobuna Oda—whom he discovers is actually the fabled Nobunaga Oda's female counterpart—Yoshiharu realizes he has been transported to an alternate reality where most of Japan's historical warlords are now cute girls!

To set things right and find a way back home, Yoshiharu agrees to become one of Nobuna's retainers and assist her in a conquest of Japan. As Nobuna initiates her campaign, Yoshiharu discovers that the history he learned from playing the video game ""Nobunaga's Ambition"" allows him to predict future events and turn the tide of war. Using this invaluable gift to aid the Oda clan's beautiful generals, Yoshiharu hopes to help his new lord fulfill her dream and win the hearts of women everywhere.

[Written by MAL Rewrite]"
11959,Moeru! Oniisan (OVA),,"No synopsis has been added for this series yet. 

Click here to update this information."
11969,Love Bitch: Yasashii Onna,6.21,Based on the manga by LINDA. 
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.24,"Madoka Kaname and her best friend Sayaka Miki are ordinary middle school students in the city of Mitakihara. But one day, they encounter a strange cat-like creature named Kyuubey, who claims he can grant them one wish. In exchange, they would become magical girls and fight against evil perpetrated by witches. A veteran magical girl in the area, Mami Tomoe, decides to show them how to hunt witches, while the mysterious transfer student Homura Akemi warns them to not take Kyuubey's deal, though she refuses to say why.

However, after witnessing the brutal reality of fighting witches, the girls decide it may be safer to decline Kyuubey's offer. But when another magical girl arrives in the city and Sayaka decides to make a wish to help the one she loves, things quickly escalate as they are confronted with the harsh truth behind their powers and the ultimate price of their wishes.

[Written by MAL Rewrite]"
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.39,"Though Sayaka Miki's wish was fulfilled, the unforeseen consequences that came with it overwhelm her, causing her soul gem to become tainted as she succumbs to despair and eventually loses her humanity. Homura Akemi reveals to Kyouko Sakura and Madoka Kaname the ultimate fate of magical girls: once their soul gem becomes tainted, it transforms into a Grief Seed, and they are reborn as witches—a truth Homura learned only through repeating history countless times in a bid to prevent Madoka's tragedy.

Kyuubey only compounds their despair when he confesses his true intentions: to harness the energy created from magical girls and use it to prolong the life of the universe. As the threat of Walpurgisnacht, a powerful witch, looms overhead, Homura once again vows to protect Madoka and the world from a grim fate.  

Caught between honoring Homura's wish and saving the world, which one will Madoka choose in the end?
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari is a story of inescapable destiny, and an unlikely hero who could change it all.

[Written by MAL Rewrite]"
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.45,"The young girls of Mitakihara happily live their lives, occasionally fighting off evil, but otherwise going about their peaceful, everyday routines. However, Homura Akemi feels that something is wrong with this unusually pleasant atmosphere—though the others remain oblivious, she can't help but suspect that there is more to what is going on than meets the eye: someone who should not exist is currently present to join in on their activities.

Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari follows Homura in her struggle to uncover the painful truth behind the mysterious circumstances, as she selfishly and desperately fights for the sake of her undying love in this despair-ridden conclusion to the story of five magical girls.

[Written by MAL Rewrite]"
11995,Guilstein,,"The theatrical anime film is a full digital (3-D) action/horror film based on a manga by Tamaki Hisao, best known to Western fans for his manga adaptation of Star Wars: A New Hope. Characters were designed by Yasushi Nirasawa, a well acclaimed maker of creature action figures. Monkey Punch (Lupin III creator) served as the film's script superviser. Set in the year 2088, it depicts a dark future in which humans have been transformed into the ""Guilstein,"" creatures with no human souls in them...

(Source: AniDB)"
11997,Tsundere Inran Shoujo Sukumi,6.54,"When the main character visits his school during summer holiday, he accidentally finds Sukumi, his classmate, masturbating in female locker room. ""If you don't want me to bring it out into the open, come here every day!"" Her orders gradually get bolder and they have sex in the pool...? Super erotic summer holiday! His endless summer with Sukumi now starts! 

(Source: ErogeShop)"
12001,One Piece 3D: Gekisou! Trap Coaster,6.98,"Toei Animation released a new 3D anime short at events starting December 1, 2011. The short run about 12 minutes long and played at stereoscopic 3D theaters at Aichi Prefecture's Lagunasia theme park, Nagasaki Prefecture's Huis Ten Bosch theme park, Kanagawa Prefecture's Yokohama Landmark Tower, and Hiroshima Prefecture's NTT CRED Hall.

(Source: ANN)
"
12005,What's Michael?,5.81,A series of adventures featuring the one cat apparently everyone in the world owns... Michael.
12015,Tiger & Bunny Movie 1: The Beginning,7.43,"The first of two Tiger and Bunny movies, based on the first two episodes of the TV series with additional new scenes."
12017,Tiger & Bunny Movie 2: The Rising,7.8,"The film will revolve around a mystery that happens on the day of the ""Justice Day"" festival that celebrates Sternbild's legendary goddess.

(Source: ANN)"
12021,Poyopoyo Kansatsu Nikki,7.67,"Moe Sato is a young lady who finds a cat and starts taking care of him. Named Poyo due to his round shape, he quickly becomes a dear member of the Sato family. 

(Source: ANN) "
12027,Anne no Nikki: Anne Frank Monogatari,6.21,"This is the true story of Anne Frank, a Jewish girl living in Amsterdam during WW2. Anne's father realizes on time the danger the Jews face and hides his family (his wife Edith and his two daughters Margo (16) and Anne (13), along with four more people, in ""the house behind"". For two years the 8 people live in darkness and whispers, in fear to be discovered and sent to the German crematories. During that time young Anne writes a diary, describing day by day life in the cellar, her complicated realtionship with her mother and the story of her first love - Peter, the young boy in the hiding place. Anne writes down her wishes to run out free and breath the air and flowers, her dreams to be free at last. Then they are discovered and are all sent to death.

(Source: ANN)"
12029,Uchuu Senkan Yamato 2199,8.36,"In the year 2199, Earth faces its greatest crisis. Due to unrelenting bombings by the alien race known as ""Gamilas,"" the planet can no longer sustain its inhabitants. In exactly one year, humanity is set to become extinct.

In desperation, the people of Earth establish the Earth Defense Force, their last defense against the power-hungry Gamilas Empire. However, humanity finds a glimmer of hope after receiving a message from the mysterious planet Iscandar, which offers them a device that would restore Earth to its former glory. With salvation in sight, the Earth Defense Force calls on the prolific Space Battleship Yamato and swiftly assembles a crew to make the 168,000 light-year trek to Iscandar and receive their aid.

Among the crew are young officers Susumu Kodai and Daisuke Shima, along with several other newly promoted leaders, all under the command of the distinguished Captain Juuzou Okita. Forced to learn how to handle the ship's innovative technology while dealing with the onslaught of Gamilas fleets, the inexperienced cast of Uchuu Senkan Yamato 2199 must summon every inch of their resolve to survive the many hardships aboard the Yamato and complete their mission: to save humanity before it's too late.

[Written by MAL Rewrite]"
12031,Kingdom,8.02,"China’s Warring States period, a raging dragon that would raze the land for 500 years, saw many kingdoms rise and fall, making way for the next generation of kings and generals to fight for supremacy. Eventually, seven powerful states emerged from the endless cycle of warfare.

In the kingdom of Qin, Li Xin, a war-orphaned slave, trains vigorously with fellow slave and best friend, Piao, who shares his proud dream of one day becoming a Great General of the Heavens. However, the two are suddenly forced to part ways when Piao is recruited to work in the royal palace by a retainer of the King.

After a fierce coup d'état unfolds, Piao returns to Xin, half dead, with a mission that will lead him to a meeting with China's young King, Ying Zheng, who bears a striking resemblance to Piao. Kingdom follows Xin as he takes his first steps into the great blood-soaked pages of China's history. He must carve his own path to glory on his long quest to become a Great General of the historic Seven Warring States.

[Written by MAL Rewrite]"
12035,Dwaeji-ui Wang,6.76,"After his business goes bankrupt, 30-something Kyung-Min (Oh Jung-Se) kills his wife impulsively. Hiding his anger, he seeks out his former middle school classmate Jong-Suk (Yang Ik-June). Jong-Suk now works as a ghostwriter for an autobiography, but he dreams of writing his own novel. For the first time in 15 years, they meet. Kyung-Min and Jong-Suk both hide their own current situations and begin to talk about their middle school days.

At their middle school, they were classified by their wealth and grades. Kyung-Min and Jong-Suk were at the bottom. They were called pigs. They were bullied by a ruling class called dogs. When they were called pigs, they got angry but couldn't do anything against the dogs. Then a king of pigs appears—Chul (Kim Hye-Na). Kyung-Min and Jong-Suk became to rely on Chul-Yi.

Now, leading Jong-Suk to their middle school grounds, Kyung-Min discloses the shocking truth to Jong-Suk of what happened 15 years ago.

(Source: Asian Media Wiki)"
12037,What's Michael? 2,6.04,"Michael the orange tiger cat returns for another series of vignettes.

The sketches this time include a three-part send-up of The Fugitive, the famous 1960's TV show. Richard Kimble is now a veterinarian on the lam (lamb?), running from a false conviction for a murder committed by ""a man with overbite."" Despite the omnipresent danger, he must stoop and intervene whenever he sees a cat (always Michael) suffering; after treating the patient, he plays a trick on the cat and runs away. (He's a fugitive, after all.) Another sketch draws parallels between wandering husbands and wandering house cats, who seem to have similar proclivities. Two more point out what happens when a cat's instincts run up against the requirements of baseball or pro wrestling.

(Source: Orphan Fansubs)"
12039,What's Michael? (TV),,"Michael is a fat orange cat who lives with a pair of well-meaning but very stupid humans who fondly imagine he is their pet. But Michael's own daily life is rich in all kinds of little incidents and upheavals-avoiding local bad cat Nyazilla, a monster against whom Michael knows he'll always come out worse, scrounging food from local stores, meeting up with his animal friends, and keeping the humans amused as best he can. And Michael also has a fantasy life even his fellow feline Garfield would envy, with cat corporations, cat nightclubs, and his own imitation of a dancing American megastar also called Michael.

(Source: The Anime Encyclopedia)"
12049,Fairy Tail Movie 1: Houou no Miko,7.39,"In the mountains of north Fiore lies the Fire Village, where a lush-blue relic known as the Phoenix Stone is preserved. Entrusted to a mystifying woman named Éclair, it is said to contain the power of an ancient phoenix. She wanders the land alone and protects the stone from harm, despite having no memory of why it was left in her care and only the faintest recollection of where she must take it. 

After encountering the wizard guild Fairy Tail, Éclair receives an offer from Natsu Dragneel and his friends to help her uncover the mysteries surrounding the stone. However, in the midst of the group's journey, Éclair is suddenly attacked and the stone is taken from her. With this, nefarious intentions to revive the blazing phoenix for its unparalleled power come to light, and the wizards of Fairy Tail find themselves in a situation that could spell calamity. They must now work together to prevent the revival of the phoenix and save the world from ruin. 

[Written by MAL Rewrite]"
12053,Mardock Scramble: The Third Exhaust,7.44,"The final plans to finish Shell off in court have been made by Easter, Balot, and Oeufcoque. But in order to execute those plans, they must set foot into Shell's domain: the BlueEgg Casino in the center of Mardock City, and find the chip where his memories lie. If they can't find the chip, their case will be dismissed in court, and their ""usefulness"" will be gone – resulting in all of their deaths. Will Balot find the chip in time, while still dodging Boiled and his now mad search for her and Oeufcoque?

(Source: the witch of theatregoing)"
12055,Brandish,6.7,"Twiska enjoys visiting local towns and draining the villagers of their cum. Everything is going along well until she encounters Theo, the legendary Hero destined to defeat her. Theo is a cute shouta and addictively good at sex. Now Twiska isn't sure anymore whether she wants to kill him or keep him for herself. "
12057,My Imouto: Koakuma na A-Cup,6.64,"Once again, the peaceful morning is shattered by a diatribe delivered by a sister to her brother. This is a daily occurrence at the Utsumi household, and the fact that his relationship with his step-sister, Miyu, isn't improving is a cause of anguish for Mitsuru. While she may behave like an angel in the presence of their parents, when they are alone, she's a pure devil.

One day, Mitsuru discovers that Miyu has a complex regarding her bust-size. He unwisely brings it up and she blows up at him. While attempting to restrain the raging Miyu, the two lose their balance and fall. Staring into Miyu's face up close, Mitsuru finds himself drawn by her cute features, the warmth of her body, the peculiar scent of a young girl...

(Source: translated and adapted from official site by Cranston)"
12059,Otome Dori,5.63,"Kazuki Okino is an ordinary high schooler living a carefree life. He's always been close to his childhood friend, Otome Sakuragi—a beautiful girl every boy in his school dreams of being with. Because he and Otome often hang out together and get along very well, Kazuki believes that it is inevitable that they begin dating. However, Kazuki's little sister, Rinka, is dissatisfied with this possibility because she is secretly in love with him.

This innocent relationship takes a dramatic turn when Kazuki receives an untitled DVD showing Otome engaging in sexual activities with elderly men. His despair grows even greater when similar DVDs start arriving on a regular basis. As Kazuki stares in horror at the love of his life being defiled by a group of strangers, he notices Otome's demeanor gradually changing.

[Written by MAL Rewrite]"
12061,Injuu Seisen XX,5.49,
12065,Queen's Blade OVA Specials,6.08,Specials included in the Queen's Blade Premium Visual Book's DVDs.
12067,Rurouni Kenshin Special,7.34,A VHS only special episode. Also known as Episode 95.
12069,Hajime no Ippo: Boxer no Kobushi,8.1,A special episode included in the DVDs. It tells how Takamura started boxing.
12079,Black★Rock Shooter,7.05,"The official music video that eventually spawned the entire Black Rock Shooter franchise. Inspired by the first official illustration by huke, the song was composed by ryo of supercell, illustrated by huke and sung by Hatsune Miku, Vocaloid's main character."
12101,Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,5.76,"The original video performed by hitomi (under the name Minami Hokuto) that inspired Magical Girl Lyrical Nanoha. It is from Triangle Heart ~Lyrical Toy Box~, a merchandise CD released on June 29, 2001 for the eroge video game Triangle Heart 3. 

The CD contains a large amount of fan material, including a number of visual novel-like stories called ""mini-scenarios"". One of them, entitled ""Magical Girl Lyrical Nanoha"", cast Nanoha Takamachi (a minor character in the TH3 canon) as a magical girl and served as a prototype for the Magical Girl Lyrical Nanoha anime series. "
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.91,"The Band of the Hawk and their enigmatic leader Griffith continue winning battle after battle as their prestige throughout the kingdom of Midland grows. But their latest task is one that has seen failure from everyone who has attempted it: the subjugation of the impenetrable fortress of Doldrey. 

But with members like Guts—the captain of the Hawks' raiders who can easily fell 100 men with his gigantic sword—such tasks prove to be trivial. However, in the aftermath of the battle, Guts decides to leave the Hawks in order to pursue his own dream and bids farewell to his companions, despite Griffith's attempts to make him stay. This single event causes Griffith to lose his composure, and leads him to make a decision that will alter his and the Hawks' fates forever.

[Written by MAL Rewrite]"
12115,Berserk: Ougon Jidai-hen III - Kourin,8.2,"The Band of the Hawk has dwindled in the year since Guts left them on his journey to forge his own destiny. Unaware of their fate, Guts returns to the Hawks—now being led by his former ally Casca—after a rumor about them passes his way. Once the saviors of the kingdom of Midland, the Band of the Hawk are now hunted as they desperately fight for their lives while plotting to free their leader, Griffith, after he was imprisoned for committing treason. But the man they save is far from the Griffith they remember.

Griffith is a shell of his former charismatic self after a year of continuous, horrific torture. No longer able to walk, speak, or even hold a sword, he has nothing but the small, strange trinket, the Crimson Behelit, that will not leave him. The entire Band of the Hawk want to rise to greatness once more, but how much are they willing to sacrifice to return to their past glory? It doesn't seem possible, but when Griffith's heart darkens and a solar eclipse blackens the sky, the Behelit offers a choice that will leave the Band of the Hawk with a blood-soaked fate that will haunt them for the rest of their days.

[Written by MAL Rewrite]"
12117,Detective Conan Movie 16: The Eleventh Striker,7.73,"In Touto Stadium, a J. League soccer match is taking place. During this, Detective Kogorou Mouri receives a bomb threat from an unknown caller and a mysterious riddle that points to its location. Conan Edogawa must now save the fans of the game before the time runs out.

Fortunately, with Conan's quick actions and clever thinking, the bomb is discovered and the explosion is evaded. The culprit does not stop there; Detective Kogorou is informed of another hidden bomb set to explode at a large event in the city. Forced into a race against time, with thousands of more lives at stake, Conan must decipher another riddle, discover the place of the bomb, and catch the culprit in order to escape a terrible tragedy.

[Written by MAL Rewrite]"
12119,Natsu-iro Kiseki,7.01,"Yuka, Rinko, Saki, and Natsumi are childhood friends and classmates nearing the end of their second year of middle school and eagerly awaiting their summer break. Unfortunately, it's a bittersweet time for this close-knit group, as Saki is transferring to another school.

The girls are determined to keep the spirit of their friendship alive, even if only for this summer. They reminisce about a large stone the four of them used to visit, tucked away in an old Shinto shrine, and the belief that if four friends gathered around it and made a single wish, it would come true. Now, much to their surprise, they discover that old folktale is true.

Natsu-iro Kiseki follows the magical events the girls go through during this last summer they’ll all spend together. As friendships get tested, and fantasies are fulfilled, the four classmates will end up learning a great deal about themselves and each other on the path to forging a summer that they’ll never forget."
12121,Towa no Kizuna,6.07,"Limited single release from Daisy x Daisy featuring the ninth intro theme of the series Fairy Tail has on the bundled music video Towa no Kizuna feat. Another Infinity. 

(Source: AniDB)"
12123,Yurumates 3D,6.29,"Yurume, an 18-year-old ""ronin"" and recent high school graduate, has high hopes of being accepted and attending Tokyo University. She moves into an apartment complex, the Maison du Wish, located on the outskirts of Tokyo where other ronins living there are studying for upcoming college acceptance exams."
12131,30-sai no Hoken Taiiku Specials,6.18,"DVD specials.

Episode 1 -  朗読少年 (Lecture Shounen): 
Macaron's special training by Kuu-chan.

Episode 2 - 朗読兄弟 (Lecture brothers): 
Macaron's special training by his brother Daigorou.

Episode 3 - もう一つのエンディング~囚われの安藤なつ~ (Another ending ~ Natsu Andou's imprisonment):"
12133,Sekaikei Sekai Ron,5.79,"Regarding the destruction of the world, the light relation between the world and me."
12135,Ra/Radio Noise*Planet,5.82,"A planet with 6 inhabitants only. In order to match the tuning of the radio, the main character walks around and meets the 5 other inhabitants. A strange SF short animation."
12137,Robotica*Robotics,6.85,"Haru and Natsu are not human. They do not know what it means to be anything but a robot.

Abandoned by their previous owner, Haru and Natsu are taken in by a scientist named Masa. Haru wants to feel, wants to understand how to act human, and wants to know what it means to love. Natsu is just afraid that they will be abandoned again. With Haru striving for positivity, his companion is left alone to drown in his own negative thoughts. Over and over, they ask the same question: what is love?

[Written by MAL Rewrite]
"
12139,Wanpaku Tanteidan,,"A group of young boys (plus a token girl and her little brother, the obligatory brat) form a detective club, pooling their talents for brain, brawn, invention, and driving skills to solve crimes in Tokyo. Much to the consternation of police chief Nakamura, they often succeed where the professionals fail.

(Source: The Anime Encyclopedia)"
12141,Kaze no Matasaburou,5.72,"A foreign transfer student from the city arrives one day in a Japanese country town. Enchanted by his air of mystery, his classmates nickname him ""Matasaburou the Wind Imp"" after a local legend. Eventually they become friends and spend many days playing in the countryside. One windy day, Matasaburou returns to the city, leaving his classmates to speculate that he really was Matasaburou the Wind Imp and that he flew away on the wind."
12143,Swing Out Sisters,7.22,"It's finals time, but tests aren't the only things stressing out Yuuta, who's literally being smothered with affection from his beautiful sisters: Chiyoko, who is feminine, caring, and coddles him; and Chinatsu, a strong-willed tomboy who desperately seeks his attention by picking on him. Who will triumph in this sibling love triangle?

(Source: icaruscomics)"
12145,Backkom,5.83,"A series of animated shorts centered on the fictional polar bear and main character of the same name. 

Each three-minute episode focuses on the bear's curiosity and have many moments of slapstick. Bernard never speaks with the exception of unintelligible noises.

Bernard is accompanied in the cartoons by a few other characters: Lloyd and Eva the penguins, Zack the lizard, Goliat(h) the chihuahua, Sam the baby, Pilot the dog, Pokey the porcupine and Santa Claus.

He usually gets knocked unconscious or severely injured at the end of an episode, due to some calamity caused by his bumbling.

(Source: Wikipedia)"
12149,AKB0048,7.38,"After an interplanetary war at the beginning of the 21st century, planet Earth has been left in ruins, with much of its ecosystem completely destroyed. Because it was no longer possible to live a normal life on this planet, the inhabitants are forced to move on to other planets where life will, hopefully, be more comfortable.

The Deep Galactic Trade Organization, a totalitarian government that affects many of the newly inhabited planets, has somehow come to the conclusion that music is a source of evil, and that it must be banned and destroyed for good. The talent group AKB0048 is soon formed, based on the original AKB48 members that once lived on Earth. Even though their music is now considered universally illegal, they make it their mission to bring their music back to life by travelling from one planet to another and holding as many concerts as they possibly can. They must undergo a whole new set of training methods in order to become the best that they can possibly be, while also avoiding the constant danger of being arrested because of their music. Join interplanetary popstars AKB0048 as they try to save the world－with music!"
12157,Busou Chuugakusei: Basket Army,5.73,"The story is set in August of 2026 at the Fuji Training Facility. Natori Touko, a third-year middle school student in the Eastern Private Defense Academy, is entrenched in field training with instructor Kamiya. It has been a harsh training regiment, but it is finally the last day. Kamiya proposes a extracurricular class under the name Newest Weapons Research. But then, an incident occurs that rocks all of Japan."
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,6.29,"Sometime in the 21st century on the Earth, Galaxy Express 999 destined for Great Andromeda is about to depart. A mysterious girl, Jula, suddenly appears in front of Maetel and Tetsuro who are visiting a museum. After predicting the fall of the human race, Jula has disappeared into outer space. Matel and Tetsuro follow her riding in the 999. Tetsuro finds Jula on asteroid Itokawa, which was once explored by the Hayabusa probe. Jula disappears into space again but her spacecraft crashes into an asteroid, falling down to Jupiter. Will Tetsuro be able to rescue Jula? What does Jula mean by the ""fall of the human race""? Transcending space and time, this is the saga of the 999 traveling among the stars in our solar system.

(Source: Toei Animation)"
12165,Niji no Kanata e! Shoujo Diana Monogatari,,"The rare anime biography of Princess Diana from her birth to her early teen years. 

(Source: AniDB)"
12175,Koi to Senkyo to Chocolate,7.06,"Yuuki Oojima is a member of his high school's Food Research Club, whose main activity is eating snacks bought with funds allocated to them by the school. However, this peaceful and wasteful lifestyle is under threat as the upcoming student election draws near. Satsuki Shinonome, a major candidate and the head of the department of financial affairs, campaigns on a platform that includes disbanding meritless clubs such as the Food Research Club and redirecting their budgets to proper ones.

Understandably, the Food Research Club is in an uproar over this development, with president Chisato Sumiyoshi vowing to preserve it. But what can they even do to stop the highly competent and popular Satsuki from getting elected?

[Written by MAL Rewrite]
"
12181,Nihon Omoshiro Mukashibanashi,,A series of short comedic parodies on Japanese folklore.
12185,Mameushi-kun,,"Mameushi-kun follows the farmland adventures of a calf that is as small as a dust speck.

(Source: AniDB)"
12187,Carnival Phantasm EX Season,7.48,"A DVD-only episode bundled with the special edition Take Moon volume. 

Caren Ortensia attempts to control the world using money with varying degrees of success, Phantas-Moon receives a movie adaption of her T.V. show, and Shiki is involved in a love plot that spans years.   

(Source: Wikipedia)"
12189,Hyouka,8.13,"Energy-conservative high school student Houtarou Oreki ends up with more than he bargained for when he signs up for the Classics Club at his sister's behest—especially when he realizes how deep-rooted the club's history really is. Begrudgingly, Oreki is dragged into an investigation concerning the 45-year-old mystery that surrounds the club room.

Accompanied by his fellow club members, the knowledgeable Satoshi Fukube, the stern but benign Mayaka Ibara, and the ever-curious Eru Chitanda, Oreki must combat deadlines and lack of information with resourcefulness and hidden talent, in order to not only find the truth buried beneath the dust of works created years before them, but of other small side cases as well.

Based on the award-winning Koten-bu light novel series, and directed by Yasuhiro Takemoto of Suzumiya Haruhi no Shoushitsu, Hyouka shows that normal life can be full of small mysteries, be it family history, a student film, or even the withered flowers that make up a ghost story.

[Written by MAL Rewrite]"
12191,Smile Precure!,6.7,"To teenager Miyuki Hoshizora, fairy tales are a world of wondrous encounters and happy endings. Inspired by her love for these stories, she lives every day searching for happiness. While running late on her first day of school as a transfer student, Miyuki meets Candy—a mysterious fairy from the world of fairy tales, Märchenland. However, when Candy disappears as quickly as she appeared, Miyuki is left believing the encounter was only a dream.

After an eventful first day, Miyuki finds a mysterious library at school. While combing through the bookshelves, she is transported next to Candy, who claims to be searching for the so-called legendary warriors, Precure. When forced to protect Candy's and everyone else's happiness, Miyuki transforms into ""Cure Happy,"" one of the Precure warriors! As Cure Happy, Miyuki is now tasked with finding the other legendary warriors and protecting the world from destruction, all while possibly discovering her very own happy ending.

[Written by MAL Rewrite]"
