ids,names,mean,description
2945,Hitozuma Ryoujoku Sankanbi,6.22,"Three wives are required to attend a parent/teacher conference because their children were in trouble at school. When they get to the school, they are welcomed by two men, who tell them that the school is closed. The men then lead them to an old abandoned school and decide to punish them in place of their children. 

(Source: ANN)"
2946,Angel Core: Tenshi-tachi no Sumika,5.6,"This first entry in the Angel Core series follows a young soldier (fighting for a fictional, futuristic empire) as he's transferred to a secret military installation, where's he surprised to discover that his new job will be having sex with gorgeous young ""Angels,"" a group of genetically unique women who need regular intercourse to nurture their powers."
2947,Ojamajo Doremi Sharp Movie,7.11,"One day Pop was out scavenging with Hana, and found a beautiful rose inside the Queen's garden. Curious, she picked the rose and brought it home. Unwittingly, that rose can cause all wishes to become true, whether good or bad. Good wishes will turn the rose white and bloom, while bad wishes will turn the rose black and wither. After a heated argument with her sister Doremi, Pop wishes that Doremi loses all her magic and be turned into a mouse. Hilarity ensues, as Doremi and the others try to put everything back to normal.

(Source: ANN)
"
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,7.14,"Mo~tto Ojamajo Doremi movie features the five witches Doremi, Aiko, Hazuki, Onpu, and Momoko as they visit Doremi's grandpa's home. There, they learn of the mystery of the frog stone, a magical place where magic used to mingle in the old countryside. Aiko rediscovers her love for grandpa, and Doremi learns a piece of the magical kingdom's past.

(Source: ANN)"
2950,Doubutsu no Mori,7.07,"Ai is a self-reliant girl that moves to Animal Village. She makes friends with the various villagers as she settles into the village. One night as she walked along the beach, she finds a message in the bottle. It sets her off on a quest of planting pine trees around the village to fulfill a miracle on the eve of the Winter Festival.

(Source: ANN)"
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,8.09,"This special is a set of short comedy stories involving Gintoki and his equally-broke sidekicks Shinpachi and Kagura. One day, Gintoki and his comrades are out viewing the spring flowers when suddenly the Shinsengumi appear, arguing that Gintoki has taken their flower-viewing spot. Gintoki's team and the Shinsengumi must then battle for the right to sit in that spot by using a violent version of rock paper scissors.

(Source: ANN)"
2952,Final Fantasy VII: Advent Children Complete,7.95,"Two years after saving the world from a cataclysmic event, the members of the activist organization Avalanche have gone their separate ways. Tifa Lockhart opens a new bar, and her childhood friend Cloud Strife starts up a motorcycle-based courier service. Although most of their former allies have fallen out of touch, Cloud and Tifa live in fragile peace with their two young wards Marlene and Denzel.

Their life together begins to crumble as a contagious plague and overwhelming grief pull Cloud away from his newfound family. While distancing himself through his work, Cloud is attacked by three silver-haired figures in black uniforms who bear a passing resemblance to his bitter rival, Sephiroth. As the antagonistic trio stalks Cloud and brings harm to his loved ones, the former mercenary struggles against his own demons while fighting to protect his family and prevent the will of Sephiroth from returning to the planet.

[Written by MAL Rewrite]"
2953,Egao,6.5,"A young woman brought a hamster back to her apartment. While watching the cuteness of the hamster was enjoyable, she suddenly recalled her boyfriend she used to have....

(Source: ANN)"
2954,Maria-sama ga Miteru 3rd Specials,7.34,"A series of chibi-style ""outtakes"" from the ""shooting"" of the Mariamite series."
2955,Hana no Joshi Announcer: Newscaster Etsuko,6.43,"Etsuko Yamanobe is the most popular newscaster at Tokyo Flower Television thanks to her blatant disregard for morals and ethics. To beat her competitors, this crafty woman will resort to even the shadiest, most questionable methods. She has eyes only for fame and fortune, with everything—and everyone—else being secondary.

During a slow week, Etsuko catches wind of an ongoing hostage situation: Marude Damesuke has recently been fired and is seeking revenge by taking out his anger on his former boss' daughter, Mayumi Wakabayashi. Etsuko hurries to the scene, but is upset to discover that the situation between Damesuke and the police has reached a standstill. With both sides too afraid to take action, Etsuko creates her own scenario—even if it means using her body and the lives of others.

[Written by MAL Rewrite]"
2956,Shin-ban Megami Tantei Vinus File,5.79,"Karen and Rio, members of the Goddess Investigation Agency take it upon themselves to expose the underground organization of rapists and sex traffickers responsible for the murder of Rio's younger sister Aya. With the help of their young apprentice detective Masafumi, the pair follow the trail of trademark narcotics used by the organization, battling not only those they set out to apprehend, but their own demons in the process."
2957,Okusama wa Mahoutsukai,5.81,"Anastasia was a witch who wanted to give up her powers and live a normal life on Earth. She married Genyo, and they started a normal, happy suburban life together. Of course, Anastasia sometimes can't resist using her magic to help her get through the trials and tribulations of everyday life, and her powerful mother is still a bad witch. But what this really means for Anastasia is that she needs to channel her sperm-powered sex magic to fight off her psychotic lesbian mother and her army of crazed sex slaves and demons! 

(Source: AniDB) "
2958,Hitozuma Cosplay Kissa,5.98,"There's a coffee shop that attracts a lot of customers, but not because of the coffee, but because of the waitresses who are all married women wearing outfits that normal waitresses wouldn't wear. 

But the story focuses more on the love life of Asahina Tomoya who's the temporary owner of the coffee shop. 

(Source: AniDB)"
2959,Utsukushiki Sei no Dendoushi Reirei,5.44,"Sweat-soaked bodies writhe in passion as a nurse and a doctor plot to murder the nurse's young ward; meanwhile, a young man endures the despair of unrequited love, unaware that the object of his desire is in love... with another woman!

If these hardly seem like sources for high comedy, perhaps it's because you're not Kaguya, a strangely powerful being with the ability to manipulate the fabric of reality, an extremely perverse sense of humor, and a propensity for baring her breasts.

A living manifestation of the Hand (or some other bodily portion) of Fate, those who fall under Kaguya's twisted spell will never be the same again, for she delights in giving people their hearts' desires-and letting them suffer the consequences!

Together with her stumpy man-servant Pipi, Kaguya stages her human puppet shows with the flair of a master show-woman, foiling perfect murders, turning young men INTO the women of their dreams, and generally causing mass chaos and disaster."
2960,Kininaru Roommate,6.55,"Based on the manga by Yuunagi Kaoru.

The main character, Yu, was at the depths of despair; he was dumped by his lover, and failed in the entrance exams. He moved to a new apartment to engage in studying for the entrance exam next year. However, he found that his new room was above an erotic night club. When he entered the room, there was a girl changing her clothes.

(Source: AnimeNfo)"
2961,Digimon Adventure Movie,7.57,"A brother and sister discover the digital world is more than 1s and 0s when a living creature arrives out of the family computer. The adventures of a group of children start with the appearance of a Digital Monster in the real world.

(Source: ANN) "
2962,Digimon Adventure 02 Movies,7.11,"Years after a young boy in America loses one of his Digimon friends, an evil viral Digimon successfully kidnaps the original Chosen Children. Their younger friends must race against time with their Digimon partners to discover the source of this new menace, and perhaps solve a years-old mystery.

(Source: ANN)"
2963,Minami-ke,7.68,"The Minami residence is home to three sisters: the strict and diligent eldest sister Haruka; air-headed and lively Kana; and the youngest, Chiaki, whose sharp tongue spares no one. Living without adult supervision, the sisters share the workload of cooking and laundry, as well as the occasional romantic adventure. From combating chronic laziness to hanging out with friends, there is never a boring day in the Minami household.

[Written by MAL Rewrite]"
2964,Blue Drop: Tenshi-tachi no Gikyoku,6.71,"Five years ago, something horrifying happened on Kamioki Island. Something so nightmarish that it stripped all memory from Mari Wakatake's mind even as it left every other human on the island dead in its wake! Now enrolled against her will at an isolated girl's academy, Mari is unaware that hidden eyes are watching her, waiting for her memory to return. 

Buried in her psyche is the most terrifying secret of all: while Mari was the only human who lived, she may not have been the only survivor! As something in a female skin invades Kaihou Academy, Mari's only hope may lie in a strange girl to whom she is inexplicably drawn yet cannot trust. 

(Source: Sentai Filmworks) "
2965,Suteki Tantei Labyrinth,6.72,"In a forgotten town known as the old capital of Tokyo, strange and mysterious crimes are progressively occuring. These supernatural occurances are beyond comprehension and bring fear and terror to the people. Only one person is not intimidated by the evil underlying these occurances and is willing to challenge them: Hyuga Mayuki, a young boy detective who holds a special insight power that allows him to uncover the real truth behind these occurances. 

(Source: ANN)"
2966,Ookami to Koushinryou,8.26,"Holo is a powerful wolf deity who is celebrated and revered in the small town of Pasloe for blessing the annual harvest. Yet as years go by and the villagers become more self-sufficient, Holo, who stylizes herself as the ""Wise Wolf of Yoitsu,"" has been reduced to a mere folk tale. When a traveling merchant named Kraft Lawrence stops at Pasloe, Holo offers to become his business partner if he eventually takes her to her northern home of Yoitsu. The savvy trader recognizes Holo's unusual ability to evaluate a person's character and accepts her proposition. Now in the possession of both sharp business skills and a charismatic negotiator, Lawrence inches closer to his goal of opening his own shop. However, as Lawrence travels the countryside with Holo in search of economic opportunities, he begins to realize that his aspirations are slowly morphing into something unexpected.

Based on the popular light novel of the same name, Ookami to Koushinryou, also known as Spice and Wolf, fuses the two polar genres of economics and romance to create an enthralling story abundant with elaborate schemes, sharp humor, and witty dialogue. Ookami to Koushinryou is more than just a story of bartering; it turns into a journey of searching for a lost identity in an ever-changing world.

[Written by MAL Rewrite]"
2967,Saishuu Shiken Kujira,5.04,"Like snow falling in summer, like a cicada lamenting the coming of winter... In a town watched over by a whale in the sky... the extraordinary is made ordinary. Spectacles that could never be given form are instead given flesh and soul. And in their midst, the story of a miracle that comes to pass in this town of miracles incarnate... For Kuonji, this newly-discovered vision is a thing of wonder and fright – a sentiment not shared by his peers. Under its watchful gaze, Kuonji chats with and hangs out with his somewhat unusual friends. Whether it's with Nina and her striped panties, cat-loving Sacchan, the strange alien Allen or a variety of other busty, skimpily-dressed babes, Kuonji finds himself in the middle of ecchi situations galore! Welcome to the world of Final Examination Kujira.

(Source: BakaBT)

Based on a game by Circus."
2969,Appleseed Saga Ex Machina,7.35,"Deunan, a young female warrior, and Briareos, a veteran cyborg-soldier, are both partners and lovers. As members of E.S.W.A.T., the elite special forces serving Olympus, they are deployed whenever trouble strikes. The two fighters find their partnership tested in a new way by the arrival of a new member to their ranks—an experimental Bioroid named Tereus.

(Source: ANN)"
2970,Night Wizard,6.68,"Night Wizard. A term given to those whose mission is to protect the world from impending darkness. Renji Hiiragi is one such Night Wizard, who is constantly called on missions, even though all he wants is to be able to go to school and graduate. 

However, his latest order was to protect Elis Shiho, who is a new transfer student at his academy. Being dragged into the Astronomy Club by Renji's childhood friend, Kureha Akabane on her first day at school, Elis soon realises that she too, has the power to become a night wizard, after possessing one of seven secret Jewels, the Jewel of Kindness. 

Along with Renji and Kureha, Elis now begins her fight and her new life, as a Night Wizard

(Source: ANN)"
2971,Kyou kara Maou! R,7.45,"Life has returned to some form of normalcy after the end of the series, and so His Majesty Yuuri Shibuya travels to oversee how things are going. While doing so, he runs into the king of Small Shimeron--Sararegi. But it seems there may be something more to him than the friendly king he presents himself as. Yuuri go back to Shimaron to relax and meet some friends, when the ""king"" of Little Shimaron suddenly joins the group and wants the Maou to come to his country. The Original king sends a message to Yuuri's brother and his friend that Yuuri is in trouble.

(Source: ANN)"
2972,Kindan no Mokushiroku: Crystal Triangle,4.57,"In times of olde, God gave mankind the ten commandments, and a message that has been lost to the centuries. In the present, Koichiro Kamishiro is a modern day Indiana Jones who scours (and often destroys) ruins for hints of the past, until one day he runs across a box filled with two crystal triangles. Having inadvertently run across the key to God's lost message, Kamishiro suddenly has a lot to deal with including assassination attempts by the KGB and the CIA, aliens hell-bent on destroying the Earth and the love of several women!"
2973,Fire Tripper,6.59,"On a day like any other, Suzuko meets one of her neighbor's children, Shu, in a park on her way back from school and decides to walk home with him. Tragically, they never make it home. Suzuko and the young boy are caught in a giant gas explosion, though instead of dying instantly, Suzuko wakes up in the middle of a battlefield full of corpses in the Sengoku period.

A group of marauding bandits attacks Suzuko, but Shukumaru—a boy who had come to loot the corpses to feed his starving village—saves her. Though they both return to the village, Suzuko refuses to give up searching for Shu and returns to the battlefield every day with Shukumaru trailing behind. Though Shukumaru lacks anything resembling modern manners, she gradually finds herself drawn towards him. Just what fate awaits this young girl in this bloody period in Japan's history?

[Written by MAL Rewrite]"
2974,The Humanoid: Ai no Wakusei Lezeria,4.8,"Dr. Watson has created his masterpiece – a beautiful woman made of metal. A wonder of science, Antoinette is a childlike innocent who holds the key to an ancient civilization that could save the world, or destroy it. And when a mad tyrant kidnaps the man she loves, Antoinette finally discovers the courage – and the amazing fighting skills – that are her true calling. "
2977,Youjuu Sensen Adventure Kid,5.32,"Episode 1: A young man named Norikazu finds a computer from World War II buried in his back garden. When he activates it, he and a girl named Midori are transported to Hell where erotic creatures and monsters of different kinds live. They meet some friends including a sexy elf type woman named Eganko who falls in love with Norikazu, and a perverted monster prince who is soon enslaved by Midori. Using their new friends the pair try to make the dangerous journey back home.

Episode 2: Having made their way back home the adventure duo find the world they knew is gone, and is now ruled by the demonic computer which first sent them to Hell. They travel back in time to World War II Japan in an attempt to stop the world from being changed. Notably, in doing so they witness the atomic bomb being dropped on Hiroshima, and there is an appearance of the Enola Gay, as well as numerous symbols of Japanese culture at the time.

Episode 3: This episode has a humorous love-quadrangle plot, where Eganko comes up with a plan to make Norikazu fall in love with her with a love potion, and simultaneously make Midori fall in love with an egotistical young man from her school. Unsurprisingly their plan backfires and everyone gets what they deserve.

(Source: Wikipedia)"
2978,Shin Getter Robo,7.35,"Humanity is under attack by demonic creatures called Oni. Unable to fight back by any other means, the scientist Dr. Saotome creates a series of giant robots that harness the mysterious power of Getter Rays, giving them the strength necessary to fight the Oni. The strongest of these is Getter Robo, and Saotome must enlist three very different men to pilot it - martial artist Ryoma Nagare, criminal leader Hayato Jin, and monk Benkei Musashibou. Together, the Getter Team fights to end the Oni menace forever.

(Source: ANN)"
2979,Akiko,5.35,"Young men and women are supposed to be interested in the opposite sex. They're supposed to be interested in sex, period. But the students at the prestigious Nobel Academy have been exhibiting unusually strong urges lately.

When one of the female scholars spends her entire summer vacation masturbating in her room, her father calls on the Central Genetic Research Institute for help. Special Agent Akiko is assigned to investigate forthwith, and goes ""undercover"" to discover exactly what possesses the student body.

(Source: AniDB)"
2980,Kuusou Kagaku Sekai Gulliver Boy,6.47,"Gulliver, a boy born with the ability to use magic was forced against his will to attend a magician school to improve his abilities to protect his city. He manages to escape just to find out that his home town was destroyed by the evil Judau's army. Judau personally kills his father and oaths to kill Gulliver as well. Meanwhile Gulliver and his friend Eddison rescue a girl named Misty who is running away from Judau. Along with a fairy named Phoebe, a lone wolf ninja named Gecko and an ancient ship; Gulliver and his friends set out on an adventure to defeat Judau and to discover the secrets of Atlantis.

(Source: ANN)"
2981,Chika Gentou Gekiga: Shoujo Tsubaki,5.02,"Behind the colorful curtains and extravagant performances, there lies the dark side of a circus life, hidden away from the smiles and praises of the audience. Set in early 20th century Japan, Midori: Shoujo Tsubaki highlights the misdeeds that occur in circus camps.

Midori was an innocent young girl who enjoyed her life as an elementary student to the fullest. However, everything changed after her mother fell ill. Eventually, Midori is forced to stop going to school and, instead, sells flowers in the city. When her mother dies tragically, Midori meets a stranger who leads her towards the circus. What awaits her will change her life forever...

In a life where nothing seems to go right, will Midori lose faith and give up? Or will she manage to stay strong in hopes of a better future?"
2982,Yuuwaku,6.53,"Unable to resist his animal urges, a professor is caught red-handed having sex with a busty coed! Now under blackmail, he must help his new partner in crime mentor the hottest females on campus... and capture their erotic training sessions on film!"
2983,Digital Devil Story: Megami Tensei,5.21,"Akemi Nakajima, is a high school student with a genius talent for computer programming. 
One day, Yumiko Shirasagi is transferred to the same class as him. She feels she knows Nakajima from somewhere, but doesn't try to deal with it. After school, Nakajima and a couple of classmates held a ceremony to summon the devil. Nakajima summons the devil Loki on the computer display while presenting a female offering. What will happen to Yumiko, who witnessed the scene?

(Source: Official site, edited)"
2985,Majin Tantei Nougami Neuro,7.61,"Yako Katsuragi is an acclaimed high school detective, who, despite her young age, has solved many cases. In fact, there seems to be no case that she can't solve, or any culprit that escapes justice. But within the walls of her detective agency lies the secret to her prolific crime-solving skills: the cases are actually solved by her assistant, Neuro Nougami.

However, to call Neuro an ordinary man would be incorrect. In reality, he is a demon, who came to the human world in search of the ultimate mystery, having already solved every mystery in the demon world. With Yako as his proxy, he feasts on the negative energy released by humans when they commit crimes. Thus, he promises to help Yako solve the mystery of her father's death. But to do so, he must avoid drawing too much attention to himself, which is why Yako plays the role of the detective.

Majin Tantei Nougami Neuro follows this unlikely duo as they solve case after case to satisfy Neuro's ravenous appetite and Yako's desperate search for the truth of her father's death.

[Written by MAL Rewrite]"
2986,Bamboo Blade,7.33,"Kojirou is the kendo instructor for Muroe High School and he's totally broke. But then an unexpected chance is given to him: his team must win against his senpai's team and the prize is: free meals for a whole year! Now, the only problem left... where to find girls skilled enough and willing to join the kendo team?"
2987,Ginga Hyouryuu Vifam,7.11,"AD. 2058, on the Clayad which was the 3rd planet of the Ypserlon system, which was 43 light years away from Earth, suddently aliens raided the planet.The emigrants on the Clayad had to escape from the planet. Because of the confusion during the escape, the children were strayed from their parents and got in the training space ship, Janous. With a lot of sacrifices, they managed to arrive at 4th planet Belwick. However, the Belwick had been already in the war. Therefore, the 13 children had to go to the Earth by themselves.

(Source: AnimeNfo)"
2988,Mahou Shoujo Ai,6.52,"In a certain town, there were consecutive phantom assaults. Because the incidents were extraordinarily, there was a rumor that a ghost or supernatural creature caused them. The students in the school which Akitoshi went to were frightened. One day, an unknown girl appeared in the school. However, all the students except Akitoshi thought they had known her. Feeling strange, he shadowed her in order to investigate her but he lost sight of her. At that moment, he heard the scream of a woman from the nearby material yard and went to the place where the scream came from. There he found the beautiful girl of the school, Mikage. Mikage was surrounded by monsters ""Yuragi"" (fluctuation), and she was hanged naked. Yuragi noticed Akitoshi and began to attack him. Then, the fighter, Ai, appeared and cut them down. 
Akitoshi stared at Ai. What was her true character, an enemy or an ally? 

(Source: AnimeNfo)"
2989,Classmate no Okaasan,6.01,"Jun is in his second year of high school. He loves a female teacher, Keiko, though she is much older than him. He joins a badminton club that Keiko is in charge. Luckily, there is no other club members and he enjoys practicing it with Keiko after school....

One day, a girl talks to him.... It is Keikos daughter, Sae. ""My mother talks about you a lot at home."" Also, he finds that her husband passed away ten years ago. Triggered by this fact, he makes up his mind to tell Keiko that he loves her.... 

(Source: Saishuu)"
2990,Mini Skirt Gakuen,4.46,"Under the uniforms of this girls volleyball team is ripe juicy fruit ready to be picked, and they're ready to get into the action. Now that's what we call team sports. Watch as these little volleyball sluts bring some of the football players back to the locker room with them and clothes start falling off. They should have known what would happen if they bring boys into the girls' locker room! 

(Source: AniDB)"
2991,Harumi-chan no Oita,5.2,"Wafaru is a guy next door. One day he saw a little innocent looking girl in his room. Her name is Harumi. She asked Wafaru if she could stay with him. She didn't have anywhere to go. Because of her innocence she doesn't know anything about a man's body and even her body. Wafaru showed her his member and explained to her it was his pet. She loves playing with it so much without knowing what it really is. Wafaru cannot live with the lies he continues to tell her. In a fit of guilt he has way with her without revealing his secret.

(Source: AniDB)"
2993,Rosario to Vampire,6.81,"Youkai Academy is a seemingly normal boarding school, except that its pupils are monsters learning to coexist with humans. All students attend in human form and take normal academic subjects, such as literature, gym, foreign language, and mathematics. However, there is one golden rule at Youkai Academy—all humans found on school grounds are to be executed immediately!

Tsukune Aono is an average teenager who is unable to get into any high school because of his bad grades. His parents inadvertently enroll him into Youkai Academy as a last-ditch effort to secure his education. As Tsukune unknowingly enters this new world, he has a run-in with the most attractive girl on campus, Moka Akashiya. Deciding to stay in the perilous realm in order to further his relationship with Moka, he does not realize that beneath her beauty lies a menacing monster—a vampire.

Rosario to Vampire is a supernatural school comedy that explores Tsukune's romantic exploits, experiences, and misadventures with a bevy of beautiful but dangerous creatures.

[Written by MAL Rewrite]"
2994,Death Note: Rewrite,7.7,"1. Genshisuru Kami (Visions of a God)
A two hour episode of Death Note, mainly a compilation of the confrontations between Light and L, re-edited from Ryuk's perspective with new dialogue and soundtrack along with additional animation that could not be included in the original series.  An Unnamed Shinigami comes to Ryuk to question him about his new story in the human world.

2. L o Tsugu Mono (L's Successors)
This story continues where the previous left off, continuing the story of Light. As the previous special told Light and L's battles, this story does the same with the conflicts between Light, Mello, and Near.  

(Source: Wikipedia)"
2997,Hi no Tori: Houou-hen,6.85,"Akanemaru, a skilled sculptor, sets out to find the muse for his masterpiece, the legendary immortal bird Phoenix. However, on his journey, he encounters unexpected trouble when he runs into Gaou, a one-eyed, one-armed bandit. Despite Akanemaru's friendly demeanor, Gaou, who harbors animosity toward the world as a ruthless man, attacks and robs him.

As they go their separate ways, the unfortunate incident fades into oblivion. Years later, Akanemaru is forced to accept a new assignment and abandon his dream, while Gaou is stricken with sudden misfortune—a twist of fate that will change both their lives forever. But little do they know that these new circumstances will eventually lead them to cross paths once more: this time as rivals.

Set in Japan's Nara period, Hi no Tori: Houou-hen explores the fragile balance between action and consequence as it follows the lives of two men who must inevitably confront the responsibilities of their choices.

[Written by MAL Rewrite]"
2998,Hi no Tori: Uchuu-hen,6.94,"In deep space, four astronauts discover that their colleague Makimura has mysteriously died shortly following a cryptic note about his imminent murder. Though horrified by the news, the inoperable state of their spaceship leaves the crew no time to grieve, and they evacuate via escape pods. Determined to identify the culprit, the survivors begin to suspect fellow crewmate Kizaki, on account of a rivalry between himself and Makimura regarding the only female team member, Nana Ichinomiya. However, to their bewilderment, they notice Makimura's pod following them, yet failing to respond to attempts at contact.

As the astronauts try to interpret their perplexing circumstances, they learn there are more inconceivable stories about their lost teammate, one involving the Phoenix, a mysterious bird said to have the ability to grant immortality. It is not until they crash into a seemingly deserted planet that the crew will finally uncover the sinister truth behind Makimura and his suspicious pod.

Set in a distant future, Hi no Tori: Uchuu-hen illustrates the cruelty of human beings passionately in pursuit of their own desires without any regard to the consequences.

[Written by MAL Rewrite]"
2999,Hi no Tori: Yamato-hen,6.75,"At his father's command, Oguna, the youngest prince of Yamato, sets out to kill Takeru Kawakami, the leader of Kumaso. However, upon arriving in Kumaso territory, he is injured by the stray arrow of a young local woman named Kajika who is hunting game. Eager to compensate for the terrible mistake, she escorts Oguna to her village to treat his wound. But as the two rapidly fall in love, the prince makes a disturbing discovery: Kajika is Takeru's younger sister!

Conflicted between his newfound love and family duty, Oguna seeks advice from the Phoenix, a legendary immortal bird that serves as Kumaso's guardian. Compelled to make a decision, will the Yamato prince betray his own for the woman he loves, or will he murder Kajika's brother as commissioned?

Inspired by the Yamato Takeru Japanese legend, Hi no Tori: Yamato-hen chronicles the tragic story of an ill-fated couple, showing how true love can conquer hate and adversity even among the greatest of uncertainties.

[Written by MAL Rewrite]"
3000,Taiho Shichau zo: Full Throttle,7.22,"Miyuki Kobayakawa, fresh from forensics training in the United States and Natsumi Tsujimoto, from completing Japanese Self-Defense Force (JSDF) ranger training return in the long-awaited 3rd season of the highly popular series. This time, the duo rejoins active duty at Bokuto Police Department, fighting against crime using their wits and brawn, plus having some misadventures along the way. 

(Source: ANN)"
3001,Moyashimon,7.58,"One could say that freshman college student Tadayasu Sawaki has a wide range of vision. He has a peculiar ability that allows him to see microorganisms with the naked eye. Sawaki can see all sorts of microbes, from the fungi that cause athlete's foot to the yeast used to make alcohol, with him perceiving his little friends as cute chibi creatures. Attending an agricultural university, his talent piques the interest of numerous professors, including Professor Itsuki, who specializes in fermentation. 

Sawaki starts school indifferent toward his ability, choosing an agricultural school in Tokyo. However, with the help of the eccentric community around him, he slowly learns to appreciate these visible microbes and his talent. The whimsical cast of professors and classmates attending the university almost makes Sawaki seem normal despite his ability.

[Written by MAL Rewrite]"
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,8.28,"Kaiji Itou is a good-for-nothing loiterer who spends his days drinking beer and stealing hubcaps—that is, until he ends up being tricked by his former co-worker. Unable to suddenly repay his friend's huge debt all by himself, Kaiji is offered a shady deal to participate in an illegal underground gamble on a cruise ship. This turns out to be nothing more than the beginning of his new life of hell—thrown headlong into a life-threatening roller coaster of mind games, cheating, and deceit.

Based on the first entry of the famous gambling manga series by Nobuyuki Fukumoto, Gyakkyou Burai Kaiji: Ultimate Survivor follows our unlucky protagonist as he is forced to fight not only other people, but also the mysteries of their psyches. Kaiji finds out the hard way that the worst sides of human nature surface when people's backs are against the wall, and that the most fearsome dangers of all are greed, paranoia, and the human survival instinct itself.

[Written by MAL Rewrite]"
3003,Yumedamaya Kidan,6.53,"Naho, an eleven-year-old girl, lives with her father and her two-year-old brother Jun. Her mother died after giving birth to Jun, so Naho has to take care of young Jun at home. Understandingly, this situation is frustrating to little Naho. A girl of her age would be dying to go out and play with friends, but because of Jun, she has to give priority to her duties.

One day, a bizarre man, wearing a long coat and with a big suitcase in his hand, turns up in front of Naho. He introduces himself as ""Kotaro the Dreamball Dealer"" and tells Naho he can take her to a dreamland away from her everyday life. But after this encounter, strange phenomena begin to happen to Naho.

Now Naho is having fun with her friends, and several different worlds come and go before her eyes. Then she finds herself with his father and mother, only the three of them again... But as she starts feeling anxious, the next moment she finds herself wandering into Jun's dream!

Naho is confused. What would she ask to Kotaro? What does she really desire from the deep of her heart?

(Source: Production I.G.)"
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,6.27,"Long ago there was a war in Heaven which resulted in Judas and Luca – two of the six specially-chosen, talented and strong Saint Beasts – being cast out and imprisoned in Hell for leading the rebellion. But before that Heaven had been a peaceful place where the angels happily lived their lives. In this time, Judas, Luca, Goh, Shin, Rey and Gai are adolescent angels in Heaven who, on the day of Benediction, are made into adults by the supreme god Zeus. With each of the six having their own special abilities and new adult bodies to get used to, opportunities to meet each other arise and new friendships are formed. 

(Source: Anivide)"
3005,Shadow Skill,6.59,"In this OVA, the story of Gau's history with his adopted sister and the secrets that make up the shadow skill unfold. The pair make their annual return to the gravesite of Gau's parents, where his growth and progress as a warrior can be exhibited for them. Gau has come along way in his training as a Sevalle under Elle's mentorship, but there are those who wish to find a way of eliminating them, just waiting for the right opportunity to mount a deadly attack. As the travellers make their journey, their family bonds and skill will be tested. Opponents are many, and battles are fierce, but Gau's training also entails taking on his sister in battle, and fully embracing the skills he must learn to defeat his ultimate opponent. "
3006,Atashin'chi,7.26,"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuusuke and Mikan. Wacky humor about this weird family's daily life.

(Source: AniDB)"
3007,Bronze: Kouji Nanjo Cathexis,6.24,"A 30-minute OVA composed of five Koji Nanjo music videos, featuring never-seen scenes between Takuto and him, with an original art gallery by Minami Ozaki at the end.

[Written by MAL Rewrite]"
3008,Time Bokan Series: Yatterman,6.68,"A mysterious gem called the ""Skull Stone"" is said to be able to reveal the location of the largest vein of gold in the world. This legend has entranced many people who wanted to get their hands on fame, power and wealth, including the trio of villains in this show: the ""Dorombo Gang."" However, their hunt for the Skull Stone is not as easy as they imagined, mainly due to the faulty information they receive from their leader, and most of all, by a justical duo of pursuers called the ""Yatterman""!

(Source: Wikipedia)"
3009,Tiger Mask,7.27,"Tiger Mask (whose real name was Naoto Date) was a feared heel wrestler in America who was extremely vicious in the ring. However, he became a face after returning to Japan when a young boy said that he wanted to be a villain like Tiger Mask when he grew up. The boy resided in an orphanage, the same one that Tiger Mask grew up in during his childhood. Feeling that he did not want the boy to idolize a villain, Tiger was inspired to be a heroic wrestler.

The main antagonist in the manga and anime was Tigers' Den, a mysterious organization that trained young people to be villainous heel wrestlers on the condition that they gave half of their earnings to the organization. Tiger Mask was once a member of Tigers' Den under the name ""Yellow Devil"", but no longer wanted anything to do with them, instead donating his money to the orphanage. This infuriated the leader of the organization and he sent numerous assassins, including other professional wrestlers, to punish him.

(Source: Wikipedia) "
3010,Kaiketsu Zorro,7.22,"Diego Vega returns from his study trip to discover his homeland is under the army's dictatorship. Diego, refusing to watch idly, disguises himself as Zorro to protect the weak and oppressed. Diego is not a coward but he is unable to win the affections of his sweetheart, Lolita, who is attracted to other more noble men. Diego serenades Lolita as Zorro and fights the evils of his homeland, hoping to capture her heart."
3011,Yotsunoha,6.35,"Based on the game by Haikuo-Soft.

A story about the reunion of 4 childhood friends, Yuzuki, Matsuri, Nono and Makoto, in their deserted old school campus, Mochitsuki Academy. 3 years ago, they buried a time capsule under a tree inside the school and made a promise. A promise to meet again after exactly 3 years from that day. And the day of promise has finally arrived.

(Source: AniDB)"
3012,Gekitou! Crush Gear Turbo,6.79,After losing almost all their members the Tobita Crush Gear club is facing extinction. Kouya who dreams of being a Crush Gear Fighting Champion doesn't want to see the club become extinct and will do whatever he can to keep the club running and become a Cush Gear Champion.
